,line,content
758,758,"               wildflower. She's the most beautiful girl in the village, "
759,759,"               maybe in all of Scotland, and the soldiers who hassled William "
760,760,               notice her too.
761,761,               William reaches the food table and contributes his goose to 
762,762,               the feast. FARM WOMEN eye him; he nodes to one.
763,763,                                     WILLIAM
764,764,                         Miz MacDougal. You look well.
765,765,                                     FARM WOMAN
766,766,"                         ...William? It's William Wallace, "
767,767,                         back home! -- Have you met my 
768,768,                         daughter?
769,769,               The daughter mentioned is missing teeth. William nods to 
770,770,               her. It's impossible for him to giver her a smile as bright 
771,771,"               as her hopes, and she lowers her head in disappointment. But "
772,772,               then raises her face in surprise as William takes her hand 
773,773,               and gives her a respectful bow.
774,774,"               He moves away from the table, passing through the crowd like "
775,775,               a stranger. Then he glances toward the knot of girls. He 
776,776,"               sees Marion. She sees him, then looks away. Do they remember "
777,777,"               each other? He moves toward her; she is shy, her eyes "
778,778,"               downcast, but then she raises them and looks at him."
779,779,               They move closer and closer together. Just as they are about 
780,780,"               to reach each other, a huge round stone THUMPS to the earth "
781,781,               at Williams' feet.
782,782,"               He looks up to see one of Marion's suitors -- the broad, "
783,783,               muscled young man who has just tossed the stone in William's 
784,784,               way. Now everybody's looking to see how William will handle 
785,785,"               the challenge. He tries to move around, but the guy cuts him "
786,786,               off. Then William thinks he recognizes the big red-head.
787,787,                                     WILLIAM
788,788,                         Hamish?
789,789,"               It is his old friend, but Hamish won't admit it, or be put "
790,790,               off from the challenge. He points to the huge stone.
791,791,                                     HAMISH
792,792,                         Test of manhood.
793,793,                                     WILLIAM
794,794,                         You win.
795,795,                                     HAMISH
796,796,                              (blocks him)
797,797,"                         Call it a test of soldiery, then. "
798,798,                         The English won't let us train with 
799,799,"                         weapons, so we train with stones."
800,800,                                     WILLIAM
801,801,                         The test of a soldier is not in his 
802,802,                         arm. It's here.
803,803,"               He taps his temple. Hamish stretches out his hand, as if to "
804,804,               show William something in his palm.
805,805,                                     HAMISH
806,806,                         No. It's here.
807,807,"               With a sudden movement, he slams his fist into William's "
808,808,"               jaw, dropping him. A few men move to interfere, but Campbell, "
809,809,"               MacClannough, and the other farmers who are the true leaders "
810,810,"               here, stop their neighbors from interrupting. Hamish stands "
811,811,"               over William, waiting for him to get up."
812,812,                                     WILLIAM
813,813,"                         A contest, then."
814,814,"               William stands and hoists the huge stone, eighteen inches in "
815,815,"               diameter. Straining with the effort, he lugs the stone to "
816,816,               the line scratched in the rocky field. Beyond the line are 
817,817,               the muddy dents from previous tosses. William takes a run 
818,818,               and heaves the stone. It flies past the other marks in the 
819,819,               field; people are impressed. William looks at Hamish.
820,820,                                     WILLIAM
821,821,                         I still say this is no test. A 
822,822,                         catapult can throw a stone farther 
823,823,                         than a man can.
824,824,                                     HAMISH
825,825,                         That depends on the man.
826,826,"               Hamish walks out, lifts the stone, and lugs it back to the "
827,827,               line. He takes a run and heaves with a great groan! The stone 
828,828,"               flies, passing William's mark by a couple of feet."
829,829,"               People laugh and whistle. William nods, impressed."
830,830,                                     WILLIAM
831,831,                         Can you do it when it matters? As it 
832,832,                         matters in battle? Could you crush a 
833,833,                         man with that throw?
834,834,                                     HAMISH
835,835,                         I could crush you like a roach.
836,836,               William walks to the dent made by Hamish's throw.
837,837,                                     WILLIAM
838,838,"                         Then do it. Come, do it."
839,839,"               Hamish scowls at William, at everybody watching. He lifts "
840,840,               the stone and carries it back to the line. William stands 
841,841,               calmly. Hamish backs up for his run. William yawns.
842,842,                                     HAMISH
843,843,                         You'll move
844,844,                                     WILLIAM
845,845,                         I will not.
846,846,"               Hamish backs up a few more feet, for a longer run."
847,847,                                     FARMER STEWART
848,848,                         That's not fair!
849,849,                                     CAMPBELL
850,850,"                         He's tired, he should get a longer "
851,851,                         run.
852,852,"               William seems completely unafraid. He leans down, picks up a "
853,853,               small smooth stone and tosses it up in the air casually.
854,854,"               Stung by this show of calm, Hamish takes furious run, and "
855,855,"               heaves! The stone flies through the air, just misses William's "
856,856,"               head, and buries itself halfway into the earth behind him. "
857,857,               William never flinches. The people cheer.
858,858,                                     CAMPBELL
859,859,                         Brave show!
860,860,               Hamish is miffed; it's like William won.
861,861,                                     HAMISH
862,862,                         I threw longer than last time!
863,863,                                     CAMPBELL
864,864,"                         An ox is strong, but not clever."
865,865,                                     HAMISH
866,866,                         An ox is stupid enough to just stand 
867,867,                         in one place.
868,868,                                     WILLIAM
869,869,                         That's not the point.
870,870,"               William turns, walks double the distance Hamish threw, and "
871,871,               turns and hurls the rock he holds! It whistles through the 
872,872,"               air, hits Hamish in the forehead, and drops him like a shot."
873,873,                                     WILLIAM
874,874,                         That is.
875,875,               Everybody cheers and laughs! They surround William.
876,876,                                     CAMPBELL
877,877,"                         A fine display, young Wallace!"
878,878,"               William takes a tankard of ale from a farmer, walks over and "
879,879,"               tosses the cold liquid into Hamish's face; he wakes, and, "
880,880,"               his eyes uncrossing, accepts William's hand, pulling him up."
881,881,                                     WILLIAM
882,882,                         Good to see you again.
883,883,                                     HAMISH
884,884,                         I should'a remembered the eggs.
885,885,"               Grinning, they embrace. MUSIC plays, the dancing begins."
886,886,               William walks to the knot of young ladies... but passes 
887,887,"               Marion, and moves to the girl with the missing teeth."
888,888,                                     WILLIAM
889,889,                         Would you honor me with a dance?
890,890,               She's thrilled to accept; they begin to dance.
891,891,                                     GIRL
892,892,                         You've taken over your father's farm?
893,893,                              (beat)
894,894,                         They say he died long ago. Fighting 
895,895,                         the English.
896,896,                                     WILLIAM
897,897,"                         He died in an accident, with my "
898,898,                         brother. Their cart turned over.
899,899,               The musicians interrupt their playing; a group of heavily 
900,900,"               armed horsemen, with banners and flying colors, ride up, "
901,901,               reining their horses into the middle of the celebration. In 
902,902,"               the middle of the group is an English NOBLEMAN; he is gray, "
903,903,"               in his fifties, and stops in front of the BRIDE and groom."
904,904,                                     NOBLEMAN
905,905,                         I have come to claim the right of 
906,906,                         prima noctes. As the lord of these 
907,907,"                         lands, I will bless this marriage by "
908,908,                         taking the bride into my bed on the 
909,909,                         first night of her union.
910,910,"               Stewart, father of the BRIDE, lunges forward."
911,911,                                     STEWART
912,912,"                         No, by God!"
913,913,               The horsemen point their lances at the unarmed Scots -- who 
914,914,               see that the English soldiers from the village have moved to 
915,915,"               the edge of the gathering, as if to dare any resistance."
916,916,                                     NOBLEMAN
917,917,                         It is my noble right.
918,918,"               Even unarmed, Stewart is about to attack -- but the bride "
919,919,               intervenes. She grabs her father and whispers to him. She 
920,920,"               moves to her husband and does the same. Holding back tears, "
921,921,               she allows herself to be pulled up behind one of the horsemen. 
922,922,"               Marion MacClannough is looking on, sobered by her friend's "
923,923,               courage and sickened by her fate -- and Marion is even more 
924,924,"               unsettled as she notices that one of the soldiers, a "
925,925,"               particularly nasty looking brute with a scarred face, is "
926,926,               leering at her. William Wallace sees this too.
927,927,"               The noble and his escorts ride away, and as they do it begins "
928,928,"               to rain. The celebration destroyed, the Scots gather the "
929,929,"               food and disperse to their homes. But Wallace remains, "
930,930,"               standing in the downpour, keeping his thoughts to himself."
931,931,               
932,932, THE WALLACE FARMHOUSE - MAGIC HOUR
933,933,               The farmhouse looks lonely and forlorn. William stands at 
934,934,"               the open door, and gazes out at the rain; it leaks on him, "
935,935,               through his roof; he doesn't seem to notice.
936,936,               
937,937, THE MACCLANNOUGH HOUSE - MAGIC HOUR
938,938,"               A thatched cottage, lit with a cozy fire, beneath the rain."
939,939,"               A hand KNOCKS on the door, and MacClannough opens it to find "
940,940,"               William, on a horse! MacClannough frowns."
941,941,                                     WILLIAM
942,942,"                         Good evening, sir. May I speak with "
943,943,                         your daughter?
944,944,"               Mrs. MacClannough shoulders up beside her husband, and Marion "
945,945,               appears behind her scowling parents.
946,946,                                     WILLIAM
947,947,                         Marion... Would you like to go for a 
948,948,                         ride on this fine evening?
949,949,                                     MOTHER
950,950,                         The boy's insane!
951,951,                                     WILLIAM
952,952,"                         It's good Scottish weather, Madam, "
953,953,                         the rain is fallin' straight down.
954,954,                                     MOTHER
955,955,"                         She absolutely may not, she'll -- "
956,956,                         Marion!
957,957,               Marion has grabbed a cloak off the back of the door; she 
958,958,"               runs out to hop up behind William, and they gallop away."
959,959,               THE RIDE - MAGIC HOUR
960,960,"               William and Marion race along the heather, up and down hills, "
961,961,"               through swollen streams. The rain stops, as the sun sets; "
962,962,"               the Scottish mists lift, revealing stunning natural beauty."
963,963,               William stops the horse and they look out over it all 
964,964,"               together. He speaks, without turning to face her."
965,965,                                     WILLIAM
966,966,"                         Your father doesn't like me, does "
967,967,                         he?
968,968,                                     MARION
969,969,                         It's not you. He dislikes that you're 
970,970,                         a Wallace. He just says... the 
971,971,                         Wallaces don't seem to live for very 
972,972,                         long.
973,973,                                     WILLIAM
974,974,                         Thank you for accepting.
975,975,                                     MARION
976,976,                         Thank you for inviting.
977,977,                                     WILLIAM
978,978,"                         I'll invite you again, but your mother "
979,979,                         thinks I'm crazy.
980,980,                                     MARION
981,981,                         You are. And I'll come again.
982,982,"               He lingers; he wants to say something, or maybe he just "
983,983,               doesn't want the moment to end. Finally he spurs the horse.
984,984,               
985,985, THE MACCLANNOUGH HOUSE - NIGHT
986,986,               They reach the door. William hops off the horse and reaches 
987,987,"               up to help her down the moment she touches the ground, they "
988,988,               look into each other's eyes... but the door is snatched open 
989,989,               so quickly by her mother that there is not time for a kiss.
990,990,                                     MOTHER
991,991,"                         Marion, come in!"
992,992,               He walks her closer to the door. They turn and look at each 
993,993,               other again. She waits for him to kiss her...
994,994,                                     MOTHER
995,995,"                         Marion, come in!"
996,996,               She still hesitates; he isn't going to kiss her. She starts 
997,997,"               in, but he grabs her hand. And into it he puts something he "
998,998,               has taken from his pocket; it is wrapped in flannel. He hops 
999,999,"               on his horse, glances at her, and gallops away."
1000,1000,               She stands in the open doorway; she looks down at what he 
1001,1001,"               left her. She unwraps the flannel; it is a dried thistle, "
1002,1002,               the one she gave him years before.
1003,1003,               
1004,1004, WALLACE FARM - DAY
1005,1005,"               William is re-thatching the roof of his barn, when he hears "
1006,1006,"               riders approaching, and looks down to see that it is "
1007,1007,"               MacClannough, backed by Campbell and Hamish. Uh-oh."
1008,1008,                                     MACCLANNOUGH
1009,1009,                         Young Wallace --
1010,1010,                                     WILLIAM
1011,1011,"                         Sir, I know it was strange of me to "
1012,1012,                         invite Marion to ride last night. I 
1013,1013,"                         assure you, I --"
1014,1014,                                     CAMPBELL
1015,1015,                         MacClannough's daughter is another 
1016,1016,                         matter. We come to fetch you to a 
1017,1017,                         meeting.
1018,1018,                                     WILLIAM
1019,1019,                         What kind of meeting?
1020,1020,                                     CAMPBELL
1021,1021,                         The secret kind.
1022,1022,               William goes back to repairing his roof.
1023,1023,                                     CAMPBELL
1024,1024,                         Your father was a fighter. And a 
1025,1025,                         patriot.
1026,1026,                                     WILLIAM
1027,1027,                         I know who my father was. I came 
1028,1028,"                         back home to raise crops. And, God "
1029,1029,"                         willing, a family. If I can live in "
1030,1030,"                         peace, I will."
1031,1031,"               Campbell shakes his head and reins his horse away, with "
1032,1032,               Hamish. MacClannough lingers.
1033,1033,                                     MACCLANNOUGH
1034,1034,                         If you can keep your intention to 
1035,1035,"                         stay out of the troubles, you may "
1036,1036,                         court my daughter. If you break your 
1037,1037,"                         intention, I'll kill you."
1038,1038,"               MacClannough rides away. William sits down on the roof, and "
1039,1039,               looks out at the graves of his father and brother.
1040,1040,               
1041,1041, MACCLANNOUGH HOUSE - NIGHT
1042,1042,"               Outside the half-timbered house, William stands in the shadows "
1043,1043,               of moonlight and tosses a pebble against the wooden upper 
1044,1044,               window. Marion opens the shutters and slips out onto the 
1045,1045,"               vines, dropping into William's arms."
1046,1046,"               Giggling, suppressing laughter, they run to the trees..."
1047,1047,               SCOTTISH HIGHLANDS - NIGHT
1048,1048,"               Hand in hand through the heather they run, silhouettes along "
1049,1049,"               a ridge, their breath blowing silver clouds in the moonlight, "
1050,1050,               the Scottish wind whipping through their hair.
1051,1051,"               They stop at a grove at the edge of a precipice, overlooking "
1052,1052,               a loch gleaming in the moonlight. So beautiful it's sacred.
1053,1053,                                     MARION
1054,1054,                         You've been here before?
1055,1055,                                     WILLIAM
1056,1056,                         Some nights. I have dreams. Mostly 
1057,1057,                         dreams I don't want. I started riding 
1058,1058,                         at night to fill up my mind so that 
1059,1059,                         when I did sleep I'd dream only of 
1060,1060,                         the ride and the adventure.
1061,1061,                                     MARION
1062,1062,                         Did it work?
1063,1063,                                     WILLIAM
1064,1064,                         No. You don't choose your dreams. 
1065,1065,                         Your dreams choose you.
1066,1066,"               He looks at her. They kiss suddenly, so long and hard that "
1067,1067,"               they tumble into the heather, rolling, devouring each other."
1068,1068,               Through their passion...
1069,1069,                                     WILLIAM
1070,1070,                         I want... to marry you!
1071,1071,                                     MARION
1072,1072,                         I... accept your proposal!
1073,1073,                                     WILLIAM
1074,1074,                         I'm not just saying it!
1075,1075,                                     MARION
1076,1076,                         Nor I!
1077,1077,                                     WILLIAM
1078,1078,                         But I won't give you up to any 
1079,1079,                         nobleman.
1080,1080,                                     MARION
1081,1081,                              (stopping)
1082,1082,                         You scare me.
1083,1083,                                     WILLIAM
1084,1084,                         I don't want to scare you. I want to 
1085,1085,"                         be yours, and you mine. Every night "
1086,1086,                         like this one.
1087,1087,                                     MARION
1088,1088,                         This night is too beautiful to have 
1089,1089,                         again.
1090,1090,                                     WILLIAM
1091,1091,"                         I will be with you, like this. "
1092,1092,                         Forever.
1093,1093,               They kiss again...
1094,1094,               
1095,1095, LANARK VILLAGE - DAY
1096,1096,               Marion moves through the market. English soldiers admire her 
1097,1097,"               as she walks. She stops, looking at white lace and cloth."
1098,1098,"               William casually passes, poking a note in her basket. Subtly "
1099,1099,"               she withdraws his note, and reads:"
1100,1100,               
1101,1101,#NAME?
1102,1102,               Tonight. By the trees.
1103,1103,               
1104,1104, MARION'S HOUSE - NIGHT
1105,1105,"               Marion slips out of the house and runs to the trees, where "
1106,1106,               William waits with horses. She fetches a bundle she's stashed 
1107,1107,"               in the crook of a tree, and they mount and ride off."
1108,1108,               
1109,1109, RUINS OF AN ANCIENT CHURCH - NIGHT
1110,1110,"               The church is at the base of the precipice, beside the loch."
1111,1111,               
1112,1112, THE CHURCH - NIGHT
1113,1113,               This ancient Gaelic place of worship has been destroyed by 
1114,1114,"               the occupying army, and yet it looks devoutly holy this way, "
1115,1115,               lit only by candles and moonlight through the open roof. The 
1116,1116,               village PRIEST whom we saw at the wedding celebration is 
1117,1117,"               waiting at the altar. Marion steps into the confessional, as "
1118,1118,               William moves to the altar and kneels in prayer.
1119,1119,               Marion emerges; she's changed into the wedding dress she 
1120,1120,               made from the cloth she bought. William stands and watches 
1121,1121,               her float down the aisle; his whole life was worth this 
1122,1122,               moment.
1123,1123,"               Together, the two lovers turn to the priest."
1124,1124,                                     PRIEST
1125,1125,"                         You have come to pledge, each to the "
1126,1126,"                         other, before Almighty God."
1127,1127,"               From within his shirt, William withdraws a strip of cloth "
1128,1128,               woven in his family tartan. He and Marion each lift a hand 
1129,1129,"               to the priest, and he binds their wrists with the cloth."
1130,1130,                                     WILLIAM
1131,1131,                         I will love you my whole life. You 
1132,1132,                         and no other.
1133,1133,"               From her dress she takes a handmade handkerchief, embroidered "
1134,1134,               with a thistle to look like the one she first gave him those 
1135,1135,               years ago.
1136,1136,                                     MARION
1137,1137,                         And I you. You and no other. Forever.
1138,1138,"               The Priest waits for them to go on, but neither can; they're "
1139,1139,"               too taken with emotion, looking at each other. The Priest "
1140,1140,               intones holy phrases...
1141,1141,                                     PRIEST
1142,1142,                         Agus bhayd lauch... The Lord bless 
1143,1143,"                         and keep thy love, now and forever."
1144,1144,"               The lovers kiss. As they break their embrace, a figure "
1145,1145,               carrying something dark and spiky appears at the broken door 
1146,1146,"               of the church, and William spins as if to attack, but the "
1147,1147,               Priest catches his arm; they see the man carries bagpipes.
1148,1148,                                     PRIEST
1149,1149,                         I trust him -- or I'd'a killed him 
1150,1150,                         me'self. A weddin' needs pipes.
1151,1151,"               The piper begins to play, and the tune from his primitive "
1152,1152,"               chanter is wispy, ethereal, beautiful. The lovers look into "
1153,1153,"               each other's eyes, as the single melody of the pipes merges "
1154,1154,"               into a swell of music, UNDERSCORING MONTAGE"
1155,1155,"               William and Marion ride the path to the top of the precipice, "
1156,1156,"               where, in the shelter of the grove, they spend their "
1157,1157,"               honeymoon. The MUSIC CONTINUES as, still sweaty from their "
1158,1158,"               love-making, he returns her to her house just before dawn."
1159,1159,"               She waves from her window, as William rides away, as we"
1160,1160,                                                               DISSOLVE TO:
1161,1161,               
1162,1162, VILLAGE OF LANARK - DAY
1163,1163,"               It's Market Day in the village, busy with Highlanders, "
1164,1164,"               merchants of all kinds, and a few special attractions like "
1165,1165,               jugglers and fortune tellers. Marion moves along a table 
1166,1166,"               full of flowers and fruit... William, concealed behind hanging "
1167,1167,"               baskets, watches her unseen, savoring the beauty of his "
1168,1168,"               beloved, bathing his soul in the sight of her. Then she looks "
1169,1169,"               up and spots him, her smile sudden and luminous, before she "
1170,1170,               remembers to conceal it. He moves up beside her.
1171,1171,                                     WILLIAM
1172,1172,                         I've missed you.
1173,1173,                                     MARION
1174,1174,                         Shush. It's only been a day.
1175,1175,                              (beat)
1176,1176,                         And it's seemed like forever.
1177,1177,                                     WILLIAM
1178,1178,                         Tonight then.
1179,1179,                                     MARION
1180,1180,                         My parents are growing suspicious! I 
1181,1181,                         can't keep meeting you every night!
1182,1182,"               Playfully he pokes his finger under the collar of her dress, "
1183,1183,               pulling up the strip of checked cloth he gave her at their 
1184,1184,"               wedding, which she now wears hidden around her neck."
1185,1185,                                     WILLIAM
1186,1186,                         Then when?
1187,1187,                                     MARION
1188,1188,                         ...Tonight!
1189,1189,"               Tucking in the cloth strip, she hurries away, smiling."
1190,1190,               ANGLE - DRUNKEN ENGLISH SOLDIERS - BY AN ALE CASK - DAY
1191,1191,"               They spot Marion moving through the fair, glowing, beautiful."
1192,1192,"               The soldiers smirk at each other; as Marion passes, one of "
1193,1193,"               them grabs her wrist. It's the soldier with the scar, the "
1194,1194,               one who's been staring at her.
1195,1195,                                     SOLDIER
1196,1196,                         Where are you going... lass?
1197,1197,                                     MARION
1198,1198,                         Let go.
1199,1199,               A second drunken SOLDIER pipes up.
1200,1200,                                     SOLDIER #2
1201,1201,                         Why don't you marry my friend here? 
1202,1202,                         Then I'll take the first night!
1203,1203,               The scarred soldier pulls Marion into his big arms; she shoves 
1204,1204,"               him away with surprising strength, and he staggers back, to "
1205,1205,               the laughter of his friends. Then he snatches her again and 
1206,1206,               kisses her hard on the lips.
1207,1207,"               She breaks free and SLAPS him fiercely, hard enough to draw "
1208,1208,"               blood from his mouth. Tasting the trickle, he slings her "
1209,1209,"               down against sacks of grain, and the soldiers are all over "
1210,1210,"               her, pinning her down, ripping her clothes, a full scale "
1211,1211,               public gang rape. As the townspeople try to move in the three 
1212,1212,"               soldiers waiting their turn at Marion pull their knives, "
1213,1213,               keep them townspeople back.
1214,1214,                                     SOLDIER #1
1215,1215,"                         Bitch, who do you think you are?"
1216,1216,"               He slams his mouth down against hers for a long, awful time, "
1217,1217,               comes up clawing at her dress to rip it from her body... and 
1218,1218,               is hit in the face by a rock thrown at great speed!
1219,1219,               It takes a moment for the other soldiers to realize what 
1220,1220,"               just happened, and in that instant William is on them. He "
1221,1221,               wrenches one soldier's arm in a direction it was never meant 
1222,1222,"               to go, breaking the elbow, separating the shoulder, and "
1223,1223,               slinging the howling soldier into his comrades.
1224,1224,"               Two of the soldiers leap at William, swinging their short "
1225,1225,"               swords; William ducks, knocking their ale cask into their "
1226,1226,               knees; William lifts the whole table where they were sitting 
1227,1227,               and slams it into the faces of two more attackers.
1228,1228,                                     MARION
1229,1229,                         William!
1230,1230,"               She shouts to warn him that the scarred soldier, now "
1231,1231,"               bloodyfaced, has recovered from the rock and is behind William "
1232,1232,"               with a knife. William sidesteps the first thrust, snatches a "
1233,1233,               leg from the shattered table and crushes the man's skull.
1234,1234,                                     MARKET WOMEN
1235,1235,                         Wallace Wallace! William Wallace!
1236,1236,               But there's no time for celebration. There's blood and ale 
1237,1237,"               everywhere, and the fallen soldiers are yelling..."
1238,1238,                                     FALLEN SOLDIER
1239,1239,                         Rebels! Help!
1240,1240,"               MORE SOLDIERS hear the call and come running, reinforcements "
1241,1241,               converging from all over the village.
1242,1242,                                     VILLAGE FOLKS
1243,1243,"                         Run, William! Run!"
1244,1244,               Will sees the horse that pulled the flower cart and throws 
1245,1245,               Marion up onto its back. He slaps the horse's rump and it 
1246,1246,               plunges with Marion into the twisting village lanes. William 
1247,1247,"               darts off through the crowd, as the MAGISTRATE and more of "
1248,1248,               his soldiers arrive -- dozens of them!
1249,1249,"               William pauses out in the central street of the village, "
1250,1250,"               just long enough to be sure they've spotted him, and darts "
1251,1251,               into a side lane in the opposite direction Marion went; 
1252,1252,               William weaves through the narrow streets of the medieval 
1253,1253,"               town, knocking over baskets, jumping carts."
1254,1254,"               As the soldiers stumble after him, the Magistrate looks down "
1255,1255,               at his mangled soldiers. The one with the ruptured arm is 
1256,1256,               lying in agony.
1257,1257,                                     MAGISTRATE
1258,1258,                         What happened?
1259,1259,                                     SOLDIER
1260,1260,                         ...girl.
1261,1261,                                     MAGISTRATE
1262,1262,                         What girl?!
1263,1263,                                     SOLDIER
1264,1264,                         ...on horse.
1265,1265,                                     MAGISTRATE
1266,1266,                         The girl on the horse! Stop her!
1267,1267,"               The shout rings through the village; Marion hears it, and "
1268,1268,               when she sees more soldiers at the far end of the lane she's 
1269,1269,"               trying to take out of town, she urges the horse into an even "
1270,1270,               narrower back alley. She sees a clear route to freedom...
1271,1271,               But the flock of pigeons pecking on the scraps thrown there 
1272,1272,               behind the shops rise into the horse's face with a sudden 
1273,1273,"               thrashing of wings, and the horse shies against a wall."
1274,1274,"               Marion controls him, but a flap of her ripped dress has caught "
1275,1275,"               on a crude nail, and as the frightened horse lunges forward "
1276,1276,"               again, she is pulled off its bare back, her dress catching "
1277,1277,"               and ripping at the same time, dropping her hard."
1278,1278,               WILLIAM
1279,1279,               reaches the edge of the town and slips into the trees by the 
1280,1280,"               river; the soldiers are running every which way, but they've "
1281,1281,"               lost him. Thinking Marion's made it too, William heads deeper "
1282,1282,               into the trees.
1283,1283,"               IN THE TOWN, MARION"
1284,1284,               recovers; her dress has torn free! She starts to get up; but 
1285,1285,"               the soldiers' pikes appear over her, and the magistrate leers."
1286,1286,                                     MAGISTRATE
1287,1287,                         So this is the little whore he was 
1288,1288,                         fighting for.
1289,1289,               
1290,1290, THE GROVE AT THE PRECIPICE - DAY
1291,1291,"               William moves into the shelters of the trees, expecting to "
1292,1292,               see Marion. He doesn't. He listens; only the rustling of the 
1293,1293,               wind through the treetops.
1294,1294,                                     WILLIAM
1295,1295,                         Marion!
1296,1296,"               Nothing, except the wind."
1297,1297,               
1298,1298, ROYAL MAGISTRATE'S HEADQUARTERS - DAY
1299,1299,               Marion is thrown into a chair and her arms are bound with an 
1300,1300,               oak staff behind her elbows. She and two dozen soldiers are 
1301,1301,               in the tavern the English have commandeered.
1302,1302,"               The Magistrate is a battlescarred veteran, a brutal pragmatist "
1303,1303,               angry with his CORPORAL.
1304,1304,                                     MAGISTRATE
1305,1305,                         One Scot buggers six of us? Hell to 
1306,1306,                         pay when that gets round.
1307,1307,                                     CORPORAL
1308,1308,                         Burn the village.
1309,1309,                                     MAGISTRATE
1310,1310,                         But he is free. You never catch 'em 
1311,1311,                         in the Highlands.
1312,1312,"               He studies Marion, her mouth now stuffed with burlap. He "
1313,1313,"               notices the strip of cloth around her neck, and touches the "
1314,1314,               weave curiously.
1315,1315,                                     CORPORAL
1316,1316,                         Clans weave that cloth in their own 
1317,1317,                         patterns.
1318,1318,                                     MAGISTRATE
1319,1319,                         So why is this strip concealed?
1320,1320,                              (beat)
1321,1321,"                         He fought for you, eh?"
1322,1322,               
1323,1323, TOWN SQUARE - DAY
1324,1324,               The Magistrate and his men bring Marion into the village 
1325,1325,"               center, and tie her to a post of the well. The townspeople "
1326,1326,"               don't want to be near the soldiers, but they hang on the "
1327,1327,"               fringes of the square, too curious to pull away."
1328,1328,                                     MAGISTRATE
1329,1329,                         An assault on the king's soldiers is 
1330,1330,                         the same as assaulting the king!
1331,1331,"               He looks down at Marion, her mouth bound, her eyes defiant."
1332,1332,               He jerks out his dagger and slices Marion's throat!
1333,1333,"               Her eyes spring open like a doe's; then she sags, dead. The "
1334,1334,               townspeople are speechless; even some of the soldiers are 
1335,1335,               shocked. The Magistrate turns calmly to his men.
1336,1336,                                     MAGISTRATE
1337,1337,                         Now. Let this scrapper come to me.
1338,1338,               LONG SHOT - 
1339,1339, THE GROVE AT THE PRECIPICE - DAY
1340,1340,"               From a distance, we see Hamish approaching the grove, the "
1341,1341,               same one where he and William played as boys. Hamish moves 
1342,1342,"               reluctantly, forcing himself forward; as he reaches the grove, "
1343,1343,"               William appears, hurrying out to him."
1344,1344,"               We STAY IN THE LONG SHOT, seeing William asking anxiously "
1345,1345,"               for any news, and seeing Hamish's great shoulders as he tells "
1346,1346,               him something that makes William step backwards...
1347,1347,               
1348,1348, LANARK VILLAGE - DAY
1349,1349,               At a barrier across the main road into the center of the 
1350,1350,"               village are twenty professional soldiers, entrenched, fully "
1351,1351,"               armed -- bows, pikes, swords. They hear A HORSE'S SNORT..."
1352,1352,"               THE ENGLISH SOLDIERS' POV - WALLACE, ON HIS HORSE"
1353,1353,"               He has stopped, rock still. The soldiers hush; there is "
1354,1354,"               something unsettling about this man alone, staring at the "
1355,1355,"               twenty of them, as if to steel himself for the butchery."
1356,1356,"               Wallace raises his sword, screams... and charges!"
1357,1357,               
1358,1358, VARIOUS ANGLES - LANARK VILLAGE - DAY - THE FIGHT
1359,1359,               We FAVOR WALLACE'S SUBJECTIVE POV: the barrier as his horse 
1360,1360,"               pounds toward it, the faces of the enemy soldiers with their "
1361,1361,               eyes white with fear... They stand to shoot at him with their 
1362,1362,"               bows; the arrows WHISH toward the lens, fly past..."
1363,1363,"               The arrows tear through Wallace's clothes, but don't catch "
1364,1364,               his flesh. He charges on; his horse LEAPS the barrier as 
1365,1365,               Wallace simultaneously swings the broadsword -- and he's 
1366,1366,"               more than an expert: the tip, at the end of a huge arc, nearly "
1367,1367,               breaks the sound barrier and the blade bites through the 
1368,1368,"               corporal's helmet, taking off the upper half of his head!"
1369,1369,"               The soldiers try to rally, to shoot him in the back as his "
1370,1370,               horse leaps over them. One of them has sighted William's 
1371,1371,               back... But Hamish and his father crash into them! It's a 
1372,1372,               wild fight; old Campbell takes an arrow through the shoulder 
1373,1373,               but keeps hacking with his sword; Hamish batters down two 
1374,1374,               men -- and more Scots arrive! They overwhelm the soldiers.
1375,1375,               WALLACE RACES THROUGH THE VILLAGE - FAVORING HIS POV
1376,1376,"               He dodges obstacles in the narrow streets -- chickens, carts, "
1377,1377,               barrels. Soldiers pop up; the first he gallops straight over; 
1378,1378,"               the next he whacks forehand, like a polo player; the next "
1379,1379,               chops down on his left side; every time he swings the 
1380,1380,"               broadsword, a man dies."
1381,1381,"               Wallace gallops on; his farmer neighbors, and people from "
1382,1382,"               the village, follow in his wake."
1383,1383,               
1384,1384, IN THE VILLAGE - DAY
1385,1385,               The Magistrate hears the APPROACHING SHOUTS. He and thirty 
1386,1386,               more of his men are barricaded around the village square.
1387,1387,                                     MAGISTRATE
1388,1388,                         Don't look surprised! We knew he'd 
1389,1389,                         bring friends!
1390,1390,"               The see Wallace gallop into sight; but he stops, then heads "
1391,1391,               down a side street.
1392,1392,               The Magistrate and his men don't like this; where did he go?
1393,1393,"               Which way will he come from? And then they hear the horses, "
1394,1394,"               and see the other Scots, at the head of the main street. The "
1395,1395,               soldiers unleash a volley of arrows at them.
1396,1396,               They are loading to fire again when Wallace runs in -- on 
