,line,content
2131,2131,"                         deal, they send us home. If not, we "
2132,2132,                         charge. When we are all dead and 
2133,2133,"                         they can call themselves brave, they "
2134,2134,                         withdraw.
2135,2135,                                     YOUNG SOLDIER
2136,2136,                         I didn't come to fight so they could 
2137,2137,                         own more lands that I could work for 
2138,2138,                         them!
2139,2139,                                     VETERAN
2140,2140,                         Nor did I. Not against these odds!
2141,2141,               He lowers his pike and starts to desert. At first one-by-one 
2142,2142,"               and then in clumps, more highlanders follow."
2143,2143,               THE NOBLES see the desertion.
2144,2144,                                     LOCHLAN
2145,2145,                         Stop! Men! Do not flee! Not now! 
2146,2146,                         Wait until we have negotiated!
2147,2147,                                     MORNAY
2148,2148,                         They won't stop -- and who could 
2149,2149,                         blame them?
2150,2150,"               Then, riding into the mob of men, comes Wallace, followed by "
2151,2151,"               his friends. He's striking, charismatic, his powerful arms "
2152,2152,"               bare, his chest covered not in armor but a commoner's leather "
2153,2153,"               shirt, and unlike the heavy knights on their armored horses, "
2154,2154,"               Wallace rides a swift horse, like he was born on it."
2155,2155,               The entire Scottish army watches in fascination as Wallace 
2156,2156,"               and his men ride through them, toward the command hill. The "
2157,2157,               soldiers whisper among themselves...
2158,2158,                                     YOUNG SOLDIER
2159,2159,                         William Wallace?
2160,2160,                                     VETERAN
2161,2161,                         Couldn't be.
2162,2162,"               The common soldiers, already having broken ranks, cluster up "
2163,2163,               the hill to see the confrontation. As Wallace and his captains 
2164,2164,"               reach the nobles, Stephen laughs."
2165,2165,                                     STEPHEN
2166,2166,                         The Almighty says this must be a 
2167,2167,"                         fashionable fight, it's drawn the "
2168,2168,                         finest people.
2169,2169,                                     LOCHLAN
2170,2170,                         Where is thy salute?
2171,2171,                                     WALLACE
2172,2172,                         For presenting yourselves on this 
2173,2173,"                         battlefield, I give you thanks."
2174,2174,                                     LOCHLAN
2175,2175,"                         This is our army. To join it, you "
2176,2176,                         give homage.
2177,2177,                                     WALLACE
2178,2178,                         I give homage to Scotland. And if 
2179,2179,"                         this is your army, why does it go?"
2180,2180,               Wallace reins his horse around to face the mob of sullen 
2181,2181,"               men, now frightened, ready to desert. We play this picture, "
2182,2182,"               Wallace sitting his horse, looking down in awe at this thing "
2183,2183,               that has grown beyond anyone's imagination.
2184,2184,"               He glances at his friends: Campbell, Hamish, Stephen."
2185,2185,"               They've got no suggestions, they're just as awed as he is."
2186,2186,                                     SCOTTISH VETERAN
2187,2187,                         We didn't come to fight for them!
2188,2188,                                     SHOUTS FROM MOB
2189,2189,                         Home! The English are too many!
2190,2190,"               Wallace raises his hand, and the army falls silent."
2191,2191,                                     WALLACE
2192,2192,                         Sons of Scotland!... I am William 
2193,2193,                         Wallace!
2194,2194,                                     SOLDIER
2195,2195,                         William Wallace is seven feet tall!
2196,2196,                                     WALLACE
2197,2197,"                         Yes, I have heard! He kills men by "
2198,2198,"                         the hundreds! And if he were here, "
2199,2199,                         he would consume the English with 
2200,2200,"                         fireballs from his eyes, and bolts "
2201,2201,                         of lightning from his ass!
2202,2202,               Many laugh -- all get the point.
2203,2203,                                     WALLACE
2204,2204,                         I am William Wallace. And my enemies 
2205,2205,                         do not go away. I saw our good nobles 
2206,2206,                         hanged. My wife... I am William 
2207,2207,                         Wallace. And I see a whole army of 
2208,2208,"                         my countrymen, here in defiance of "
2209,2209,                         tyranny. You have come to fight as 
2210,2210,                         free men. And free men you are! What 
2211,2211,                         will you do with freedom? Will you 
2212,2212,                         fight?
2213,2213,                                     VETERAN
2214,2214,"                         Two thousand, against ten? We will "
2215,2215,                         run -- and live!
2216,2216,                                     WALLACE
2217,2217,                         Yes. Fight and you may die. Run and 
2218,2218,"                         you will live, at least awhile. And "
2219,2219,                         dying in your bed many years from 
2220,2220,"                         now, would you be willing to trade "
2221,2221,"                         all the days from this day to that, "
2222,2222,                         for one chance to come back here as 
2223,2223,"                         young men, and tell our enemies that "
2224,2224,"                         they make take our lives, but they "
2225,2225,                         will never take our freedom?
2226,2226,"               Down on the plain, English emissaries in all their regal "
2227,2227,"               finery gallop over the bridge, under a banner of truce."
2228,2228,                                     VETERAN
2229,2229,                         Look! The English comes to barter 
2230,2230,                         with our nobles for castles and 
2231,2231,                         titles. And our nobles will not be 
2232,2232,                         in the front of the battle!
2233,2233,                                     WALLACE
2234,2234,                         No! They will not!
2235,2235,"               He dismounts, and draws his sword."
2236,2236,                                     WALLACE
2237,2237,                         And I will.
2238,2238,"               Slowly, the chant begins, and builds..."
2239,2239,                                     SCOTS
2240,2240,                         Wal-lace! Wal-lace! WAL-LACE!
2241,2241,"               BAGPIPERS play, pulling the mob back into companies. But "
2242,2242,               through the lifting mists they see the overwhelming enemy 
2243,2243,"               army. Hamish, Campbell and Stephen move up beside William."
2244,2244,                                     STEPHEN
2245,2245,                         Fine speech. Now what do we do?
2246,2246,                                     WALLACE
2247,2247,                         Bring out our spearmen and set them 
2248,2248,                         in the field.
2249,2249,"               Campbell, Hamish and Stephen ride off. Mornay reins his horse "
2250,2250,"               over, lifts the reins of Wallace's horse, and extends them "
2251,2251,               to him: an invitation to join the pre-battle talks.
2252,2252,               Wallace mounts up and rides out with the Scottish nobles to 
2253,2253,               meet the English contingent.
2254,2254,"               OUT ON THE FIELD, THE TWO GROUPS OF RIDERS"
2255,2255,               meet like the captains of football teams before the kickoff. 
2256,2256,"               CHELTHAM, head of the English contingent, glares at Wallace."
2257,2257,                                     CHELTHAM
2258,2258,                         Mornay. Lochlan. Inverness.
2259,2259,                                     MORNAY
2260,2260,                         Cheltham. This is William Wallace
2261,2261,                                     CHELTHAM
2262,2262,                         Here are the King's terms. Lead this 
2263,2263,"                         army off the field, and he will give "
2264,2264,"                         you each estates in Yorkshire, "
2265,2265,"                         including hereditary title, from "
2266,2266,                         which you will pay him an annual --
2267,2267,                                     WALLACE
2268,2268,                         I have an offer for you.
2269,2269,                                     CHELTHAM
2270,2270,                         ...From which you will pay the King 
2271,2271,                         an annual duty...
2272,2272,"               Wallace pulls his broadsword and snaps it at Cheltham, whose "
2273,2273,               eyes flash in disbelief at the bad manners.
2274,2274,                                     LOCHLAN
2275,2275,                         You disrespect a banner of truce?!
2276,2276,                                     WALLACE
2277,2277,                         From his king? Absolutely. Here are 
2278,2278,                         Scotland's terms. Lower your flags 
2279,2279,"                         and march straight to England, "
2280,2280,                         stopping at every Scottish home you 
2281,2281,                         pass to beg forgiveness for a hundred 
2282,2282,"                         years of theft, rape, and murder. Do "
2283,2283,"                         that, and your men shall live. Do it "
2284,2284,"                         not, and every one of you will die "
2285,2285,                         today.
2286,2286,               Cheltham barks at the Scottish nobles...
2287,2287,                                     CHELTHAM
2288,2288,                         You are outmatched! You haven't even 
2289,2289,                         any cavalry! In two centuries no 
2290,2290,                         army has won without it!
2291,2291,                                     WALLACE
2292,2292,                         I'm not finished. Before we let you 
2293,2293,"                         leave, your commander must cross "
2294,2294,"                         that bridge, stand before this army, "
2295,2295,"                         put his head between his legs, and "
2296,2296,                         kiss his own ass.
2297,2297,               The outraged Englishman gallops back to his lines.
2298,2298,                                     MORNAY
2299,2299,                         I'd say that was rather less cordial 
2300,2300,                         that he was used to.
2301,2301,                                     WALLACE
2302,2302,"                         Be ready, and do exactly as I say."
2303,2303,               They return to the Scottish lines. Wallace dismounts where 
2304,2304,"               his men are breaking out new 14-foot spears. Hamish, eyebrows "
2305,2305,"               raised, looks expectantly at Wallace; Wallace nods."
2306,2306,                                     HAMISH
2307,2307,                         Wish I could see the noble lord's 
2308,2308,                         face when he tells him.
2309,2309,"               LORD TALMADGE, AT HIS COMMAND POST"
2310,2310,               The husky English commander's blood boils from Cheltham's 
2311,2311,"               report. Before he can respond, they see WALLACE'S SPEARMEN "
2312,2312,               taking up a position on the far side of the bridge. Suddenly 
2313,2313,               the Scots turn and lift their kilts and moon the English!
2314,2314,                                     TALMADGE
2315,2315,                         Insolent bastard! Full attack! Give 
2316,2316,                         no quarter! And I want this Wallace's 
2317,2317,                         heart brought to me on a plate!
2318,2318,               Cheltham spurs his horse to form up the attack...
2319,2319,               
2320,2320, THE FIELD BELOW STIRLING CASTLE - DAY
2321,2321,               The English army moves forward toward the bridge. It's so 
2322,2322,               narrow that only a single file of riders can move across it 
2323,2323,"               at any one time. The English heavy cavalry, two hundred "
2324,2324,"               knights, cross uncontested, and form up on the other side."
2325,2325,               WITH WALLACE AND THE SCOTS
2326,2326,               Things look terrible. Stephen turns to William.
2327,2327,                                     STEPHEN
2328,2328,                         The Lord tell me He can get me out 
2329,2329,                         of this mess. But He's pretty sure 
2330,2330,                         you're fooked.
2331,2331,               ON THE ENGLISH SIDE
2332,2332,               Talmadge sees the Scots doing nothing.
2333,2333,                                     TALMADGE
2334,2334,                         Amateurs! They do not even contest 
2335,2335,                         us! Send across the infantry.
2336,2336,                                     GENERAL
2337,2337,"                         M'lord, the bridge is so narrow --"
2338,2338,                                     TALMADGE
2339,2339,                         The Scots just stand in their 
2340,2340,                         formations!
2341,2341,               Our cavalry will ride them down like grass. Get the infantry 
2342,2342,               across so they can finish the slaughter!
2343,2343,               The English leaders shout orders and keep their men moving 
2344,2344,               across the bridge. Talmadge gestures for the attack flag.
2345,2345,               THE CAVALRY ON THE OTHER SIDE OF THE BRIDGE
2346,2346,"               The English knights see the signal banners, telling them to "
2347,2347,"               attack. They take the lances from their squires, and lower "
2348,2348,"               the visors of their helmets. Proud, plumed, glimmering; they "
2349,2349,"               look invincible. Their huge horses, themselves draped in "
2350,2350,"               scarlet and purple, look like tanks. The knights charge!"
2351,2351,               Their hooves THUNDER; the horses are so heavy the ground 
2352,2352,               literally shakes with the charge.
2353,2353,               The Scots stand and watch them come on. It's difficult to 
2354,2354,               imagine the courage this takes; from the POV OF THE SCOTTISH 
2355,2355,               LINES we see the massive horses boring in... we feel the 
2356,2356,"               RISING THUNDER of the charge, closer, closer..."
2357,2357,               Wallace moves to the front of the lead group of Scots.
2358,2358,                                     WALLACE
2359,2359,                         Steady! Hold... hold... NOW!
2360,2360,               The Scots snap their 14-foot spears straight up in unison.
2361,2361,                                     WALLACE
2362,2362,                         FORM!
2363,2363,"               Now the spearmen snap the spears forward in ranks, the first "
2364,2364,               line of men bracing their spears at an angle three feet above 
2365,2365,"               the ground, the men behind them bracing theirs at a five "
2366,2366,"               foot level, the men behind that bracing at seven feet."
2367,2367,               The English knights have never seen such a formation. Their 
2368,2368,               lances are useless and it's too late to stop! The momentum 
2369,2369,               that was to carry the horses smashing through the men on 
2370,2370,               foot now becomes suicidal force; knights and horses impale 
2371,2371,               themselves on the long spears like beef on skewers.
2372,2372,               TALMADGE
2373,2373,"               can see it; but worse is the SOUND, the SCREAMS OF DYING MEN "
2374,2374,"               AND HORSES, carried to him across the battlefield."
2375,2375,               WALLACE AND HIS MEN
2376,2376,"               are protected, behind a literal wall of fallen chargers and "
2377,2377,               knights. Wallace draws his broadsword and leads his swordsmen 
2378,2378,"               out onto the field, attacking the knights that are still "
2379,2379,               alive. Most are off their horses; a few have managed to pull 
2380,2380,               up their mounts. Wallace and his men are so much more mobile 
2381,2381,               than the knights; the field runs with blood.
2382,2382,               Wallace faces Talmadge in the distance.
2383,2383,                                     WALLACE
2384,2384,"                         Here I am, English coward! Come get "
2385,2385,                         me!!
2386,2386,               TALMADGE is even more enraged -- and his judgment is gone.
2387,2387,                                     TALMADGE
2388,2388,                         Press the men across!
2389,2389,                                     CHELTHAM
2390,2390,                         But M'lord!
2391,2391,               Talmadge himself gallops forward.
2392,2392,                                     TALMADGE
2393,2393,                         PRESS THEM!
2394,2394,               WALLACE smiles. He grabs Hamish.
2395,2395,                                     WALLACE
2396,2396,                         Tell Mornay to ride to the flank and 
2397,2397,                         cross upstream. Wait! Tell him to be 
2398,2398,                         sure the English see him ride away!
2399,2399,               Hamish hurries off with the message.
2400,2400,               The English infantry keeps moving across the little bridge.
2401,2401,               The Scottish nobles watch from their positions on horseback.
2402,2402,"               They have a few dozen mounted riders, none heavily armored."
2403,2403,                                     LOCHLAN
2404,2404,                         If he waits much longer --
2405,2405,               Hamish hurries up.
2406,2406,                                     HAMISH
2407,2407,                         Ride around and ford behind them!
2408,2408,                                     MORNAY
2409,2409,                         We should not divide our forces!
2410,2410,                                     HAMISH
2411,2411,                         Wallace says do it! And he says for 
2412,2412,                         you to let the English see you!
2413,2413,                                     MORNAY
2414,2414,                              (understanding)
2415,2415,                         They shall think we run away.
2416,2416,               Mornay leads his riders away.
2417,2417,               LORD TALMADGE
2418,2418,"               sees the Scottish nobles ride off, and shouts to Cheltham..."
2419,2419,                                     TALMADGE
2420,2420,                         See! Every Scot with a horse is 
2421,2421,                         fleeing! Hurry! Hurry!
2422,2422,               He drives half his army across the river.
2423,2423,               WALLACE
2424,2424,               lifts his sword.
2425,2425,                                     WALLACE
2426,2426,                         For Scotland!
2427,2427,               He charges down the hill...
2428,2428,               THE FIGHT AT STIRLING BRIDGE - VARIOUS SHOTS
2429,2429,"               The Scots follow Wallace on foot, charging into the English."
2430,2430,               The English leaders are stunned by the ferocious attack.
2431,2431,                                     TALMADGE
2432,2432,                         Press reinforcements across!
2433,2433,               The English leaders try to herd more of their footsoldiers 
2434,2434,"               onto the bridge, which only hams them up. Meanwhile, on the "
2435,2435,"               other side of the bridge, Wallace and his charging men slam "
2436,2436,               into the English infantry with wild fury. The English fall 
2437,2437,"               back on each other, further blocking the bridge."
2438,2438,               UP ON THE HILLTOP
2439,2439,               The nobles look back with grudging admiration.
2440,2440,                                     MORNAY
2441,2441,                         He's taking the bloody bridge! The 
2442,2442,                         English can't get across! He's evened 
2443,2443,                         the odds at one stroke!
2444,2444,"               With rising desire to join the bandwagon, the nobles spur..."
2445,2445,"               DOWN ON THE PLAIN, Wallace and the attacking men drive the "
2446,2446,"               English back, killing as they go. The Scots reach the bridge "
2447,2447,               itself. The waters below it run red with blood.
2448,2448,               Talmadge has begun to panic.
2449,2449,                                     TALMADGE
2450,2450,                         Use the archers!
2451,2451,                                     GENERAL
2452,2452,"                         They're too close, we'll shoot out "
2453,2453,                         own men!
2454,2454,               ON THE BRIDGE
2455,2455,               the Scots are carving their way through the English soldiers; 
2456,2456,               nothing can stop them. Wallace is relentless; each time he 
2457,2457,"               swings, a head flies, or an arm. Hamish and Stephen fight "
2458,2458,"               beside him, swinging the broadsword with both hands. Old "
2459,2459,               Campbell loses his shield in the grappling; an English 
2460,2460,"               swordsman whacks at him and takes off his left hand, but "
2461,2461,"               Campbell batters him to the ground with his right, and stabs "
2462,2462,"               him. Reaching the English side of the bridge, the Scots begin "
2463,2463,               to build a barrier with the dead bodies.
2464,2464,               The English are not without courage. Cheltham leads a 
2465,2465,               desperate counterattack. The Scots make an impenetrable 
2466,2466,               barrier of slashing blades. Still Cheltham keeps coming; 
2467,2467,"               Wallace hits him with a vertical slash that parts his helmet, "
2468,2468,"               his hair, and his brain."
2469,2469,               TALMADGE has seen enough; he gallops away. The remaining 
2470,2470,               English General tries to save the army.
2471,2471,                                     GENERAL
2472,2472,                         We are still five thousand! Rally!
2473,2473,"               The English try to form up; but the Scottish horsemen, fording "
2474,2474,"               the river high upstream, come crashing into the English flank "
2475,2475,               and ride over the surprised English infantry.
2476,2476,"               AT THE BRIDGE, WALLACE"
2477,2477,               sees the Scottish nobles attacking. The English soldiers are 
2478,2478,"               in utter panic, running and being cut down on all sides."
2479,2479,               And the Scottish soldiers taste something Scots have not 
2480,2480,               tasted for a hundred years: victory. Even while finishing 
2481,2481,"               off the last of the English soldiers, they begin their highlow "
2482,2482,               chant... Even the noblemen take up the chant!
2483,2483,               Wallace looks around at the aftermath of the battle: bodies 
2484,2484,               on the field; soldiers lying impaled; stacks of bodies on 
2485,2485,               the bridge; the bridge slick with blood.
2486,2486,"               Before it can all sink in, William is lifted on the shoulders "
2487,2487,               of his men.
2488,2488,                                     SCOTTISH SOLDIERS
2489,2489,                         Wal-lace! Wal-lace! Wal-lace!
2490,2490,               
2491,2491, CASTLE - GREAT HALL - DAY
2492,2492,"               William kneels before one of Scotland's ancient elders, who "
2493,2493,               lifts a silver sword and dubs William's shoulders.
2494,2494,                                     ELDER
2495,2495,                         I knight thee Sir William Wallace.
2496,2496,"               William rises and faces the Great Hall, crowded with hundreds "
2497,2497,"               of new admirers, as well as his old friends in their new "
2498,2498,               clothes and armor. The crowd chants --
2499,2499,                                     CROWD
2500,2500,"                         Wal-lace, Wal-lace!!"
2501,2501,"               Wallace lifts his eyes, taking it all in. At the rear of the "
2502,2502,"               hall is a balcony, backed by a magnificent sunlit stained "
2503,2503,"               glass window, and in the center of its rainbow corona he "
2504,2504,"               sees a familiar form: Marion, so real to him in this moment "
2505,2505,"               of triumph that he can see her, glowing like an angel, in a "
2506,2506,               gown worthy of the occasion. But the illusion won't last; in 
2507,2507,"               the blink of an eye she is gone, and Wallace hears the chant, "
2508,2508,               and fingers the cloth she gave him.
2509,2509,               
2510,2510, SCOTTISH COUNCIL - DAY
2511,2511,               The nobles of Scotland are gathered in the huge chamber; a 
2512,2512,"               massive table runs across the far end of the room, and aligned "
2513,2513,"               on either side are the two rival factions of nobles, glaring "
2514,2514,"               at each other. Old Craig is in the center, with young Robert "
2515,2515,               the Bruce on his right. There is a general MURMUR along the 
2516,2516,"               nobles, and Robert whispers to Craig..."
2517,2517,                                     ROBERT
2518,2518,                         Does anyone know his politics?
2519,2519,                                     CRAIG
2520,2520,                         No. But his weight with the commoners 
2521,2521,                         could unbalance everything. The 
2522,2522,"                         Balliols will kiss his ass, so we "
2523,2523,                         must.
2524,2524,               A court STEWARDS steps in and formally announces...
2525,2525,                                     STEWARD
2526,2526,                         Lords of Scotland: Sir William 
2527,2527,                         Wallace!
2528,2528,               The nobles on each side of the table try to outdo each other 
2529,2529,"               in their acclamation as Wallace strides in, flanked by Hamish, "
2530,2530,"               Campbell, and Stephen, splendid in their tartans."
2531,2531,               Old Craig rises.
2532,2532,                                     CRAIG
2533,2533,"                         Sir William. In the name of God, we "
2534,2534,                         declare and appoint thee High 
2535,2535,                         Protector of Scotland! And thy 
2536,2536,                         captains as aides decamp!
2537,2537,               The nobles rise; court attendants hurry to Wallace and drape 
2538,2538,               a golden chain of office around his neck. Wallace takes the 
2539,2539,               three smaller chains they bring and drapes them around the 
2540,2540,"               necks of his friends, as once again the nobles applaud."
2541,2541,"               Almost before the applause dies, a member of the BALLIOL "
2542,2542,"               clan, who has kept an open seat beside him, speaks up..."
2543,2543,                                     BALLIOL
2544,2544,                         Sir William!! Inasmuch as you and 
2545,2545,                         your captains hail from a region 
2546,2546,                         long known to support the Balliol 
2547,2547,"                         clan, may we invite you to join us?"
2548,2548,"               But Wallace's gaze has locked onto Robert the Bruce, who "
2549,2549,"               stares back, the two young lions instantly recognizing the "
2550,2550,               leadership power of each other.
2551,2551,                                     WALLACE
2552,2552,                         You are Robert the Bruce.
2553,2553,                                     ROBERT THE BRUCE
2554,2554,                         I am.
2555,2555,                                     WALLACE
2556,2556,                         My father fought in support of yours.
2557,2557,               The Balliols shrivel. The nobles on the Bruce side can barely 
2558,2558,               keep from grinning. Suddenly the men on the other end of the 
2559,2559,               table change their attack.
2560,2560,                                     BALLIOL
2561,2561,"                         With this new success, the result of "
2562,2562,"                         all of Scotland's efforts, now is "
2563,2563,                         the time to declare a king!
2564,2564,                                     MORNAY
2565,2565,                         Then you are prepared to recognize 
2566,2566,                         our legitimate succession!
2567,2567,                                     BALLIOL
2568,2568,                         You're the ones who won't support 
2569,2569,                         the true claim! I demand consideration 
2570,2570,                         of these documents!
2571,2571,"               Wallace glances again at the Bruce, who suddenly feels ashamed "
2572,2572,               of the bickering.
2573,2573,                                     MORNAY
2574,2574,                         Those were lies when they were 
2575,2575,                         written! Our documents prove 
2576,2576,                         absolutely that --
2577,2577,               Suddenly Wallace turns his back and walks toward the door.
2578,2578,                                     CRAIG
2579,2579,                         Sir William! Where are you going?
2580,2580,                                     WILLIAM
2581,2581,                         We have beaten the English! But 
2582,2582,"                         they'll come back, because you won't "
2583,2583,                         stand together. There is one clan in 
2584,2584,                         this country -- Scotsmen. One class -- 
2585,2585,                         free. One price -- courage.
2586,2586,               He turns again and strides toward the door.
2587,2587,                                     CRAIG
2588,2588,                         But... what will you do?
2589,2589,                                     WALLACE
2590,2590,                         I will invade England. And defeat 
2591,2591,                         the English on their own ground.
2592,2592,                                     CRAIG
2593,2593,"                         Invade?! That's impossible, it --"
2594,2594,               Wallace slings out his broadsword and moves down the length 
2595,2595,"               of the table, bashing the succession documents into the laps "
2596,2596,               of the nobles.
2597,2597,                                     WALLACE
2598,2598,                         LISTEN TO ME! Longshanks understands 
2599,2599,                         this! This!
2600,2600,               He brandishes the broadsword.
2601,2601,                                     WALLACE
2602,2602,                         There is a difference between us. 
2603,2603,                         You think the people of this country 
2604,2604,                         exist to provide you with position. 
2605,2605,                         I think your position exists to 
2606,2606,                         provide the people with freedom. And 
2607,2607,                         I go to make sure they have it.
2608,2608,"               Wallace bangs through the door. Suppressing smiles, his "
2609,2609,               friends file out behind him.
2610,2610,               
2611,2611, EDINBURGH CORRIDOR - DAY
2612,2612,"               Wallace and his men are marching away, as Robert the Bruce "
2613,2613,               runs out after them.
2614,2614,                                     ROBERT
2615,2615,                         Wait! ...I respect what you said. 
2616,2616,"                         But remember, these men have lands, "
2617,2617,                         castles. Much to risk.
2618,2618,                                     WALLACE
2619,2619,                         And the common man who bleeds on the 
2620,2620,"                         battlefield, does he risk less?"
2621,2621,                                     ROBERT
2622,2622,                         No. But from top to bottom this 
2623,2623,                         country has no sense of itself. Its 
2624,2624,                         nobles share allegiance with England 
2625,2625,                         and its clans war with each other. 
2626,2626,                         If you make enemies on both sides of 
2627,2627,"                         the border, you'll end up dead."
2628,2628,                                     WALLACE
2629,2629,                         We all end up dead. It's only a 
2630,2630,                         question of how. And why.
2631,2631,               Wallace walks; Robert catches up and speaks to him in an 
2632,2632,"               urgent half whisper, so that no one else can hear."
2633,2633,                                     ROBERT
2634,2634,                         I'm no coward! I want what you want! 
2635,2635,                         But we need the nobles.
2636,2636,                                     WALLACE
2637,2637,                         Nobles? What does that mean -- to be 
2638,2638,                         noble? Your title gives you claim to 
2639,2639,                         the throne of our country. But men 
2640,2640,"                         don't follow titles, they follow "
2641,2641,                         courage! Your arm speaks louder than 
2642,2642,                         your tongue. Our people know you. 
2643,2643,"                         Noble and common, they respect you. "
2644,2644,"                         If you would lead them toward freedom, "
2645,2645,                         they would follow you. And so would 
2646,2646,                         I.
2647,2647,"               Wallace walks away, leaving Robert the Bruce alone."
2648,2648,               THE SCOTTISH ARMY - DAY
2649,2649,"               Wallace rides at the head of his army, moving through the "
2650,2650,"               countryside of northern England. It is autumn, the foliage "
2651,2651,"               is beautiful, the wheat fields gold with harvest."
2652,2652,               
2653,2653, ESTABLISHING YORK CITY - DAY
2654,2654,               A medieval city guarded by a fortress.
2655,2655,               
2656,2656, THE FORTRESS - MAP ROOM - DAY
2657,2657,"               The ROYAL GOVERNOR is a spoiled young man, Longshanks' nephew. "
2658,2658,               He is studying maps and written appeals for help; his CAPTAIN 
2659,2659,               of defenses strides in with another note.
2660,2660,                                     CAPTAIN
2661,2661,"                         Message from your cousin, the Prince. "
2662,2662,                         He says London has no more troops to 
2663,2663,                         send.
2664,2664,                                     GOVERNOR
2665,2665,                         Every town in Northern England is 
2666,2666,                         begging for help! Where will Wallace 
2667,2667,                         strike first?
2668,2668,                                     CAPTAIN
2669,2669,                         I should think these smaller 
2670,2670,                         settlements along the border...
2671,2671,               They hear shouts as a rider arrives and dismounts. They look 
2672,2672,"               out to see a panicked RIDER, who shouts up..."
2673,2673,                                     RIDER
2674,2674,                         He advances!
2675,2675,                                     GOVERNOR
2676,2676,                         To what town?
2677,2677,                                     RIDER
2678,2678,                         He comes here!
2679,2679,                                                                  SMASH TO:
2680,2680,"               CARTS, RUMBLING IN PANIC DOWN A ROAD"
2681,2681,               as civilians flee the walled city in the distance.
2682,2682,               THE SCOTTISH ARMY
2683,2683,               has cut a huge tree and placed it on wheels. It rumbles 
2684,2684,               ominously TOWARD CAMERA...
2685,2685,               THE CIVILIAN PANIC CONTINUES as more people join the swell 
2686,2686,               of those leaving York.
2687,2687,               THE SCOTTISH ARMY keeps coming on.
2688,2688,               INSIDE THE WALLS OF THE CITY - DAY
2689,2689,               The governor is furious and confused.
2690,2690,                                     GOVERNOR
2691,2691,                         We will not allow a bandit to panic 
2692,2692,                         the greatest city in Northern England! 
2693,2693,                         Close off the escapes! Let no one 
2694,2694,                         leave!
2695,2695,                                     CAPTAIN
2696,2696,"                         The city has emptied already, Sire. "
2697,2697,                         Only the Scottish civilians remain.
2698,2698,               The Governor turns to his captain with a look worthy of his 
2699,2699,"               uncle, Longshanks the King."
2700,2700,               ON THE BATTERING RAM
2701,2701,               as it picks up speed and SLAMS into the wooden gate of the 
2702,2702,"               city. With the collision, THE BATTLE IS ON. It's a night "
2703,2703,"               battle: torches, flaming arrows, pots of boiling oil being "
2704,2704,"               splashed down at the attackers, who swarm the gate."
2705,2705,"               The oil beats the first wave of Scots back, but Wallace rushes "
2706,2706,"               forward, grabbing the ram cart with his own hands; the "
2707,2707,"               attackers rally to him, helping him slam the gate again and "
2708,2708,"               again. It breaks; but behind it is an awful tangle of carts, "
2709,2709,"               broken sheds, impenetrable rubbish. Wallace grabs a torch, "
2710,2710,"               throws it into the wooden tangle, and shouts --"
2711,2711,                                     WALLACE
2712,2712,                         Back! Wait for it to burn!
2713,2713,               INSIDE THE CITY
2714,2714,               The Captain hurries into the tower room.
2715,2715,                                     CAPTAIN
2716,2716,                         They've breached the wall!
2717,2717,                                     GOVERNOR
2718,2718,                         Then do as I ordered.
2719,2719,               OUTSIDE THE WALLS
2720,2720,"               The Scots wait, biding their time as the barrier burns."
2721,2721,               Suddenly they look up in horror; the English are throwing 
2722,2722,               the bodies of hanged Scots over the wall.
2723,2723,"               They stare at this in mute shock. Wallace is frozen, his "
2724,2724,               eyes reflecting his boyhood reaction. His men rush forward.
2725,2725,                                     WALLACE
2726,2726,                         STOP! NOT YET! LISTEN TO ME!
2727,2727,                              (beat)
2728,2728,                         They wish to frighten us! Or goad us 
2729,2729,                         into attacking too soon! Don't look 
2730,2730,                         away! LOOK!
2731,2731,               The Scots look at the hanging bodies.
2732,2732,                                     WALLACE
2733,2733,                         Behold the enemy we fight! We will 
2734,2734,                         be more merciful than they have been. 
2735,2735,"                         We will spare women, children, and "
2736,2736,"                         priests. For all else, no mercy."
2737,2737,               Wallace draws his broadsword. The burning debris inside the 
2738,2738,"               gate collapses, leaving a tunnel through the fire. Wallace "
2739,2739,"               screams, and leads the charge through the burning barrier."
2740,2740,               
2741,2741, THE PALACE IN LONDON - DAY
2742,2742,"               Prince Edward and Phillip, his fencing friend and lover, "
2743,2743,               hear a contingent of horsemen clatter into the courtyard 
2744,2744,               below; they look out the window and see the arrival of 
2745,2745,               Longshanks.
2746,2746,               They lean back into the room and Edward begins to pace 
2747,2747,               nervously.
2748,2748,                                     PHILLIP
2749,2749,                         It is not your fault! Stand up to 
2750,2750,                         him.
2751,2751,               Edward shows Phillip the dagger he has concealed in his belt 
2752,2752,               behind his back.
2753,2753,                                     EDWARD
2754,2754,"                         I will stand up to him, and more."
2755,2755,               Longshanks bangs the door open and stalks in angrily. First 
2756,2756,"               he glares at Phillip with obvious loathing, then turns his "
2757,2757,               piercing stare to his own son.
2758,2758,                                     LONGSHANKS
2759,2759,                         What news of the north?
2760,2760,                                     EDWARD
2761,2761,"                         Nothing new, Majesty. We have sent "
2762,2762,                         riders to speed any word.
2763,2763,                                     LONGSHANKS
2764,2764,                         While I am in France fighting to 
2765,2765,                         expand your future kingdom I learn 
2766,2766,"                         that Stirling castle is lost, our "
2767,2767,                         entire northern army wiped out! And 
2768,2768,                         you have done nothing?!
