"","line","sentiment","n","paragraph"
"241",309,"anticipation",1,3
"242",309,"disgust",1,3
"243",309,"fear",2,3
"244",309,"joy",1,3
"245",309,"surprise",1,3
"246",309,"trust",1,3
"247",313,"joy",1,3
"248",313,"trust",1,3
"249",317,"anger",1,3
"250",317,"fear",1,3
"251",318,"surprise",1,3
"252",319,"anticipation",1,3
"253",319,"joy",1,3
"254",319,"sadness",1,3
"255",319,"trust",1,3
"256",321,"anticipation",1,3
"257",321,"joy",1,3
"258",321,"sadness",1,3
"259",321,"trust",1,3
"260",323,"joy",1,3
"261",325,"anger",1,3
"262",325,"disgust",1,3
"263",325,"fear",1,3
"264",325,"sadness",1,3
"265",328,"fear",1,3
"266",329,"anticipation",1,3
"267",329,"joy",1,3
"268",329,"sadness",1,3
"269",329,"trust",1,3
"270",341,"anticipation",1,3
"271",341,"fear",1,3
"272",341,"joy",1,3
"273",341,"surprise",1,3
"274",341,"trust",1,3
"275",343,"fear",1,3
"276",344,"disgust",1,3
"277",344,"fear",1,3
"278",344,"sadness",1,3
"279",345,"joy",1,3
"280",345,"trust",1,3
"281",349,"joy",1,3
"282",359,"joy",1,3
"283",364,"fear",1,3
"284",365,"fear",1,3
"285",365,"sadness",1,3
"286",382,"joy",1,3
"287",382,"sadness",1,3
"288",384,"joy",1,3
"289",385,"anticipation",1,3
"290",385,"fear",1,3
"291",385,"joy",1,3
"292",385,"surprise",1,3
"293",385,"trust",1,3
"294",387,"surprise",1,3
"295",392,"sadness",1,3
"296",393,"anger",1,3
"297",393,"fear",1,3
"298",393,"sadness",1,3
"299",397,"anticipation",1,3
"300",399,"disgust",1,3
"301",400,"joy",1,3
"302",400,"trust",1,3
"303",407,"anticipation",1,3
"304",407,"joy",1,3
"305",407,"sadness",1,3
"306",407,"surprise",1,3
"307",407,"trust",1,3
"308",411,"anger",1,3
"309",417,"anger",1,3
"310",417,"disgust",1,3
"311",419,"anticipation",1,3
"312",419,"fear",1,3
"313",424,"joy",1,3
"314",426,"anger",1,3
"315",426,"disgust",1,3
"316",426,"fear",1,3
"317",426,"sadness",2,3
"318",431,"joy",1,3
"319",434,"anticipation",1,3
"320",434,"disgust",1,3
"321",434,"joy",1,3
"322",434,"surprise",1,3
"323",434,"trust",1,3
"324",436,"joy",1,3
"325",436,"surprise",1,3
"326",436,"trust",1,3
"327",453,"joy",1,4
"328",453,"surprise",1,4
"329",453,"trust",1,4
"330",459,"fear",1,4
"331",462,"disgust",1,4
"332",463,"anticipation",1,4
"333",463,"joy",1,4
"334",466,"trust",1,4
"335",474,"anticipation",1,4
"336",474,"joy",2,4
"337",474,"sadness",1,4
"338",474,"surprise",1,4
"339",474,"trust",1,4
"340",480,"joy",1,4
"341",480,"sadness",1,4
"342",483,"fear",1,4
"343",483,"sadness",1,4
"344",484,"joy",1,4
"345",488,"joy",1,4
"346",491,"anticipation",1,4
"347",491,"joy",1,4
"348",492,"anticipation",1,4
"349",493,"joy",1,4
"350",498,"trust",1,4
"351",508,"joy",1,4
"352",508,"sadness",1,4
"353",509,"anticipation",1,4
"354",509,"joy",1,4
"355",509,"sadness",1,4
"356",509,"surprise",1,4
"357",514,"joy",1,4
"358",521,"joy",1,4
"359",521,"trust",1,4
"360",522,"anger",1,4
"361",523,"joy",1,4
"362",527,"anticipation",1,4
"363",528,"joy",1,4
"364",528,"trust",1,4
"365",533,"fear",1,4
"366",533,"joy",1,4
"367",533,"sadness",1,4
"368",534,"anticipation",1,4
"369",534,"joy",1,4
"370",534,"trust",1,4
"371",536,"anticipation",1,4
"372",536,"fear",1,4
"373",536,"joy",1,4
"374",536,"sadness",1,4
"375",536,"trust",1,4
"376",537,"fear",1,4
"377",538,"joy",1,4
"378",538,"sadness",1,4
"379",541,"joy",1,4
"380",541,"sadness",1,4
"381",542,"trust",1,4
"382",544,"joy",1,4
"383",556,"trust",1,4
"384",558,"anticipation",1,4
"385",560,"anticipation",1,4
"386",564,"joy",1,4
"387",564,"trust",1,4
"388",568,"trust",1,4
"389",584,"joy",1,5
"390",584,"surprise",1,5
"391",584,"trust",1,5
"392",585,"fear",1,5
"393",585,"trust",1,5
"394",593,"anger",1,5
"395",593,"disgust",1,5
"396",593,"fear",1,5
"397",593,"sadness",1,5
"398",593,"trust",1,5
"399",599,"sadness",1,5
"400",601,"sadness",1,5
"401",602,"anger",1,5
"402",602,"disgust",1,5
"403",602,"fear",1,5
"404",602,"sadness",1,5
"405",605,"anger",1,5
"406",605,"disgust",1,5
"407",605,"fear",1,5
"408",605,"sadness",1,5
"409",614,"trust",1,5
"410",615,"trust",1,5
"411",616,"disgust",1,5
"412",622,"joy",1,5
"413",625,"joy",1,5
"414",629,"anger",1,5
"415",629,"anticipation",1,5
"416",629,"disgust",1,5
"417",629,"fear",1,5
"418",629,"sadness",1,5
"419",633,"anger",1,5
"420",633,"disgust",1,5
"421",633,"fear",1,5
"422",633,"sadness",1,5
"423",633,"surprise",1,5
"424",635,"anticipation",2,5
"425",635,"joy",1,5
"426",635,"surprise",1,5
"427",635,"trust",1,5
"428",648,"trust",1,5
"429",649,"trust",1,5
"430",650,"fear",1,5
"431",651,"joy",1,5
"432",653,"anticipation",1,5
"433",653,"joy",2,5
"434",653,"surprise",1,5
"435",653,"trust",1,5
"436",662,"anticipation",1,5
"437",675,"anticipation",1,5
"438",675,"fear",1,5
"439",675,"joy",1,5
"440",675,"trust",1,5
"441",679,"fear",1,5
"442",679,"sadness",1,5
"443",681,"anger",1,5
"444",681,"anticipation",1,5
"445",681,"disgust",2,5
"446",681,"fear",2,5
"447",681,"sadness",3,5
"448",684,"sadness",1,5
"449",688,"anticipation",1,5
"450",690,"anticipation",1,5
"451",690,"fear",1,5
"452",690,"joy",1,5
"453",690,"surprise",1,5
"454",690,"trust",1,5
"455",691,"joy",1,5
"456",691,"surprise",1,5
"457",691,"trust",1,5
"458",694,"anticipation",1,5
"459",695,"sadness",1,5
"460",695,"surprise",1,5
"461",700,"anticipation",1,5
"462",700,"fear",1,5
"463",704,"trust",2,5
"464",711,"anticipation",1,5
"465",716,"anticipation",1,5
"466",725,"anger",1,5
"467",729,"anger",1,5
"468",729,"fear",1,5
"469",729,"sadness",1,5
"470",729,"surprise",1,5
"471",732,"anticipation",1,6
"472",732,"joy",1,6
"473",732,"sadness",1,6
"474",732,"surprise",1,6
"475",732,"trust",1,6
"476",736,"anger",1,6
"477",736,"anticipation",1,6
"478",736,"disgust",2,6
"479",736,"joy",1,6
"480",736,"surprise",1,6
"481",736,"trust",1,6
"482",737,"anger",2,6
"483",737,"fear",2,6
"484",737,"surprise",1,6
"485",740,"anger",1,6
"486",740,"anticipation",1,6
"487",740,"disgust",1,6
"488",740,"joy",1,6
"489",740,"sadness",1,6
"490",740,"surprise",1,6
"491",740,"trust",1,6
"492",746,"sadness",1,6
"493",746,"surprise",1,6
"494",747,"trust",2,6
"495",750,"disgust",1,6
"496",755,"joy",1,6
"497",755,"trust",1,6
"498",758,"fear",1,6
"499",758,"sadness",1,6
"500",759,"anticipation",1,6
"501",759,"fear",1,6
"502",759,"joy",1,6
"503",759,"sadness",1,6
"504",759,"surprise",1,6
"505",759,"trust",1,6
"506",760,"anticipation",1,6
"507",760,"joy",1,6
"508",760,"trust",1,6
"509",764,"anticipation",1,6
"510",765,"trust",1,6
"511",768,"joy",1,6
"512",768,"sadness",1,6
"513",769,"trust",1,6
"514",770,"anger",1,6
"515",781,"anger",1,6
"516",781,"disgust",1,6
"517",781,"fear",2,6
"518",781,"sadness",1,6
"519",782,"fear",1,6
"520",785,"anger",1,6
"521",785,"fear",1,6
"522",785,"sadness",1,6
"523",786,"anger",1,6
"524",786,"fear",1,6
"525",789,"surprise",1,6
"526",790,"anger",1,6
"527",791,"fear",1,6
"528",798,"anticipation",1,6
"529",798,"joy",1,6
"530",798,"trust",1,6
"531",800,"anticipation",1,6
"532",800,"joy",1,6
"533",800,"surprise",1,6
"534",800,"trust",1,6
"535",805,"joy",1,6
"536",805,"trust",1,6
"537",808,"anticipation",1,6
"538",808,"joy",1,6
"539",808,"trust",2,6
"540",810,"trust",1,6
"541",813,"fear",1,6
"542",814,"anger",1,6
"543",814,"trust",1,6
"544",824,"anger",1,6
"545",824,"anticipation",1,6
"546",824,"fear",1,6
"547",824,"joy",2,6
"548",824,"surprise",2,6
"549",828,"anger",1,6
"550",828,"trust",1,6
"551",829,"sadness",1,6
"552",830,"sadness",1,6
"553",832,"anticipation",1,6
"554",837,"sadness",1,6
"555",838,"anticipation",1,6
"556",839,"disgust",1,6
"557",839,"fear",1,6
"558",839,"trust",1,6
"559",843,"disgust",1,6
"560",845,"fear",1,6
"561",846,"anticipation",1,6
"562",847,"anticipation",1,6
"563",847,"trust",1,6
"564",852,"joy",1,6
"565",853,"joy",1,6
"566",853,"sadness",1,6
"567",861,"sadness",1,6
"568",863,"joy",1,6
"569",864,"fear",1,6
"570",864,"sadness",1,6
"571",864,"surprise",1,6
"572",867,"fear",1,6
"573",871,"fear",1,6
"574",875,"fear",1,6
"575",885,"anticipation",1,7
"576",885,"joy",1,7
"577",891,"joy",1,7
"578",891,"trust",1,7
"579",893,"disgust",1,7
"580",905,"anticipation",1,7
"581",905,"trust",1,7
"582",911,"anger",1,7
"583",911,"disgust",1,7
"584",911,"fear",2,7
"585",911,"surprise",1,7
"586",920,"anticipation",1,7
"587",920,"fear",1,7
"588",920,"trust",1,7
"589",925,"joy",1,7
"590",925,"trust",1,7
"591",926,"sadness",1,7
"592",926,"surprise",1,7
"593",928,"fear",1,7
"594",928,"sadness",1,7
"595",929,"anticipation",2,7
"596",929,"joy",2,7
"597",929,"trust",2,7
"598",938,"sadness",1,7
"599",940,"sadness",2,7
"600",941,"fear",1,7
"601",945,"anticipation",1,7
"602",945,"joy",1,7
"603",945,"surprise",1,7
"604",945,"trust",1,7
"605",949,"anticipation",2,7
"606",949,"joy",1,7
"607",949,"surprise",1,7
"608",949,"trust",1,7
"609",951,"sadness",1,7
"610",960,"anticipation",1,7
"611",960,"fear",1,7
"612",966,"anger",2,7
"613",966,"anticipation",1,7
"614",966,"disgust",1,7
"615",966,"fear",1,7
"616",966,"joy",1,7
"617",966,"surprise",1,7
"618",966,"trust",1,7
"619",968,"joy",1,7
"620",968,"trust",1,7
"621",969,"anticipation",1,7
"622",969,"joy",1,7
"623",969,"trust",1,7
"624",970,"anger",1,7
"625",970,"fear",1,7
"626",970,"sadness",1,7
"627",971,"joy",1,7
"628",971,"sadness",1,7
"629",972,"fear",1,7
"630",972,"trust",1,7
"631",982,"anticipation",1,7
"632",982,"fear",2,7
"633",984,"fear",1,7
"634",989,"joy",1,7
"635",991,"sadness",1,7
"636",995,"surprise",1,7
"637",1000,"anticipation",1,7
"638",1000,"disgust",1,7
"639",1000,"surprise",1,7
"640",1002,"anticipation",2,7
"641",1002,"fear",1,7
"642",1004,"anger",1,7
"643",1004,"fear",1,7
"644",1004,"sadness",1,7
"645",1005,"anticipation",1,7
"646",1005,"disgust",1,7
"647",1006,"anger",2,7
"648",1006,"fear",1,7
"649",1006,"sadness",2,7
"650",1006,"trust",1,7
"651",1010,"disgust",1,7
"652",1010,"sadness",2,7
"653",1019,"sadness",1,7
"654",1019,"surprise",1,7
"655",1020,"anticipation",1,7
"656",1020,"joy",1,7
"657",1020,"trust",1,7
"658",1024,"anger",1,8
"659",1024,"fear",1,8
"660",1025,"anger",1,8
"661",1029,"anger",1,8
"662",1029,"fear",1,8
"663",1032,"trust",1,8
"664",1033,"anger",1,8
"665",1033,"fear",1,8
"666",1034,"anger",1,8
"667",1034,"disgust",1,8
"668",1034,"fear",1,8
"669",1034,"sadness",1,8
"670",1034,"surprise",1,8
"671",1034,"trust",1,8
"672",1036,"disgust",1,8
"673",1037,"anger",1,8
"674",1037,"fear",1,8
"675",1039,"disgust",1,8
"676",1039,"sadness",1,8
"677",1041,"fear",1,8
"678",1048,"anger",1,8
"679",1048,"anticipation",1,8
"680",1048,"disgust",1,8
"681",1048,"fear",1,8
"682",1048,"sadness",1,8
"683",1049,"anger",1,8
"684",1049,"fear",1,8
"685",1050,"anger",1,8
"686",1050,"fear",1,8
"687",1050,"sadness",1,8
"688",1056,"disgust",1,8
"689",1056,"fear",1,8
"690",1056,"trust",1,8
"691",1057,"disgust",1,8
"692",1057,"fear",1,8
"693",1057,"sadness",1,8
"694",1058,"anger",1,8
"695",1058,"fear",1,8
"696",1059,"sadness",1,8
"697",1061,"fear",1,8
"698",1061,"sadness",1,8
"699",1062,"anger",1,8
"700",1062,"disgust",1,8
"701",1062,"fear",1,8
"702",1063,"anger",1,8
"703",1063,"fear",1,8
"704",1067,"anger",1,8
"705",1067,"anticipation",1,8
"706",1067,"disgust",1,8
"707",1067,"fear",1,8
"708",1067,"joy",1,8
"709",1067,"sadness",3,8
"710",1067,"surprise",1,8
"711",1067,"trust",1,8
"712",1069,"anger",1,8
"713",1069,"disgust",1,8
"714",1069,"fear",1,8
"715",1069,"sadness",1,8
"716",1071,"sadness",1,8
"717",1071,"surprise",1,8
"718",1072,"anger",1,8
"719",1072,"fear",1,8
"720",1074,"anger",1,8
"721",1074,"fear",1,8
"722",1077,"anticipation",1,8
"723",1077,"joy",2,8
"724",1077,"surprise",1,8
"725",1077,"trust",1,8
"726",1079,"anticipation",1,8
"727",1079,"joy",1,8
"728",1079,"trust",1,8
"729",1081,"anger",2,8
"730",1081,"disgust",1,8
"731",1081,"fear",2,8
"732",1083,"anger",1,8
"733",1083,"fear",1,8
"734",1085,"trust",1,8
"735",1087,"anger",1,8
"736",1087,"fear",1,8
"737",1091,"anger",1,8
"738",1091,"fear",1,8
"739",1091,"sadness",1,8
"740",1092,"trust",1,8
"741",1102,"fear",1,8
"742",1102,"joy",1,8
"743",1105,"joy",1,8
"744",1108,"fear",1,8
"745",1110,"anticipation",1,8
"746",1110,"fear",1,8
"747",1110,"joy",1,8
"748",1110,"trust",1,8
"749",1113,"trust",1,8
"750",1114,"anger",1,8
"751",1114,"fear",1,8
"752",1114,"trust",1,8
"753",1115,"anger",1,8
"754",1115,"fear",1,8
"755",1116,"anger",1,8
"756",1116,"fear",1,8
"757",1119,"trust",1,8
"758",1120,"anger",1,8
"759",1120,"fear",1,8
"760",1121,"disgust",1,8
"761",1122,"anger",1,8
"762",1122,"fear",1,8
"763",1124,"anger",1,8
"764",1124,"fear",1,8
"765",1124,"sadness",1,8
"766",1125,"anger",1,8
"767",1125,"fear",1,8
"768",1125,"trust",1,8
"769",1126,"fear",1,8
"770",1127,"anger",1,8
"771",1127,"fear",1,8
"772",1127,"trust",1,8
"773",1128,"anger",1,8
"774",1128,"fear",1,8
"775",1128,"sadness",1,8
"776",1130,"joy",1,8
"777",1130,"trust",1,8
"778",1137,"anger",1,8
"779",1137,"fear",1,8
"780",1137,"sadness",1,8
"781",1140,"fear",1,8
"782",1141,"trust",1,8
"783",1145,"anger",1,8
"784",1145,"anticipation",1,8
"785",1152,"anger",1,8
"786",1159,"anger",1,8
"787",1169,"joy",1,9
"788",1169,"surprise",1,9
"789",1169,"trust",1,9
"790",1178,"anger",1,9
"791",1185,"anticipation",1,9
"792",1189,"anticipation",1,9
"793",1191,"trust",1,9
"794",1194,"anger",1,9
"795",1195,"anticipation",1,9
"796",1195,"fear",2,9
"797",1199,"anticipation",1,9
"798",1199,"joy",1,9
"799",1199,"surprise",1,9
"800",1199,"trust",1,9
"801",1225,"anticipation",1,9
"802",1225,"fear",1,9
"803",1230,"fear",1,9
"804",1230,"sadness",1,9
"805",1234,"trust",1,9
"806",1238,"anticipation",1,9
"807",1238,"joy",2,9
"808",1238,"surprise",1,9
"809",1240,"anticipation",1,9
"810",1240,"joy",1,9
"811",1240,"sadness",1,9
"812",1240,"trust",1,9
"813",1243,"joy",1,9
"814",1249,"anticipation",1,9
"815",1253,"anticipation",1,9
"816",1253,"fear",1,9
"817",1253,"sadness",1,9
"818",1254,"trust",1,9
"819",1255,"anticipation",1,9
"820",1260,"anticipation",1,9
"821",1260,"fear",1,9
"822",1262,"anticipation",2,9
"823",1262,"fear",1,9
"824",1262,"joy",1,9
"825",1262,"surprise",1,9
"826",1264,"anticipation",1,9
"827",1264,"joy",1,9
"828",1264,"surprise",1,9
"829",1264,"trust",1,9
"830",1266,"joy",1,9
"831",1275,"anticipation",1,9
"832",1275,"joy",1,9
"833",1275,"trust",1,9
"834",1291,"joy",1,9
"835",1296,"fear",1,9
"836",1296,"sadness",1,9
"837",1296,"trust",1,9
"838",1298,"anticipation",2,9
"839",1298,"disgust",1,9
"840",1298,"joy",2,9
"841",1298,"surprise",1,9
"842",1298,"trust",2,9
"843",1299,"anticipation",2,9
"844",1299,"joy",2,9
"845",1299,"trust",2,9
"846",1300,"trust",1,9
"847",1311,"joy",1,9
"848",1317,"disgust",1,10
"849",1317,"surprise",1,10
"850",1321,"joy",1,10
"851",1321,"surprise",1,10
"852",1321,"trust",1,10
"853",1323,"joy",1,10
"854",1325,"anticipation",1,10
"855",1325,"trust",1,10
"856",1328,"joy",1,10
"857",1331,"anger",1,10
"858",1331,"disgust",1,10
"859",1331,"fear",1,10
"860",1331,"sadness",1,10
"861",1332,"disgust",1,10
"862",1332,"fear",1,10
"863",1332,"trust",1,10
"864",1333,"anticipation",1,10
"865",1333,"fear",1,10
"866",1335,"trust",1,10
"867",1340,"joy",1,10
"868",1340,"sadness",1,10
"869",1341,"anticipation",1,10
"870",1344,"disgust",1,10
"871",1349,"fear",2,10
"872",1349,"sadness",1,10
"873",1350,"joy",1,10
"874",1351,"joy",1,10
"875",1353,"anticipation",1,10
"876",1353,"fear",1,10
"877",1353,"joy",1,10
"878",1353,"surprise",1,10
"879",1353,"trust",1,10
"880",1359,"anticipation",2,10
"881",1359,"disgust",1,10
"882",1359,"fear",1,10
"883",1359,"sadness",1,10
"884",1361,"anger",1,10
"885",1361,"anticipation",2,10
"886",1361,"joy",1,10
"887",1361,"sadness",1,10
"888",1361,"surprise",1,10
"889",1361,"trust",1,10
"890",1362,"joy",1,10
"891",1362,"trust",1,10
"892",1365,"anger",1,10
"893",1365,"sadness",1,10
"894",1366,"joy",1,10
"895",1370,"joy",1,10
"896",1370,"surprise",1,10
"897",1370,"trust",1,10
"898",1380,"anticipation",2,10
"899",1380,"joy",2,10
"900",1380,"trust",2,10
"901",1382,"trust",1,10
"902",1383,"trust",1,10
"903",1393,"fear",1,10
"904",1393,"joy",1,10
"905",1393,"trust",1,10
"906",1396,"anticipation",1,10
"907",1396,"joy",1,10
"908",1396,"surprise",1,10
"909",1396,"trust",1,10
"910",1399,"joy",1,10
"911",1406,"joy",1,10
"912",1406,"trust",1,10
"913",1417,"anger",1,10
"914",1417,"fear",1,10
"915",1417,"sadness",1,10
"916",1418,"surprise",1,10
"917",1420,"anger",1,10
"918",1420,"fear",2,10
"919",1420,"surprise",1,10
"920",1423,"anger",1,10
"921",1423,"fear",1,10
"922",1425,"anger",1,10
"923",1425,"fear",1,10
"924",1430,"anger",1,10
"925",1430,"fear",1,10
"926",1440,"disgust",1,10
"927",1441,"anger",1,10
"928",1441,"anticipation",1,10
"929",1441,"fear",1,10
"930",1448,"anticipation",1,10
"931",1448,"joy",1,10
"932",1448,"trust",2,10
"933",1456,"anger",1,10
"934",1456,"fear",1,10
"935",1456,"joy",1,10
"936",1456,"surprise",1,10
"937",1456,"trust",1,10
"938",1459,"anger",1,10
"939",1459,"fear",1,10
"940",1460,"anger",1,11
"941",1460,"joy",1,11
"942",1465,"anger",1,11
"943",1465,"fear",1,11
"944",1465,"joy",1,11
"945",1465,"sadness",1,11
"946",1465,"trust",1,11
"947",1474,"anticipation",1,11
"948",1474,"joy",1,11
"949",1474,"surprise",1,11
"950",1474,"trust",1,11
"951",1475,"anticipation",1,11
"952",1475,"joy",1,11
"953",1476,"surprise",1,11
"954",1484,"disgust",1,11
"955",1487,"anticipation",1,11
"956",1487,"joy",1,11
"957",1487,"surprise",1,11
"958",1487,"trust",1,11
"959",1489,"trust",1,11
"960",1497,"surprise",1,11
"961",1500,"anger",1,11
"962",1500,"disgust",1,11
"963",1500,"fear",1,11
"964",1500,"sadness",1,11
"965",1500,"surprise",1,11
"966",1504,"fear",1,11
"967",1508,"anger",3,11
"968",1508,"disgust",1,11
"969",1508,"fear",3,11
"970",1509,"joy",1,11
"971",1509,"surprise",1,11
"972",1511,"fear",1,11
"973",1511,"sadness",1,11
"974",1512,"joy",1,11
"975",1512,"surprise",1,11
"976",1517,"anger",1,11
"977",1517,"fear",1,11
"978",1517,"sadness",1,11
"979",1519,"anger",1,11
"980",1519,"fear",1,11
"981",1519,"trust",1,11
"982",1526,"fear",1,11
"983",1526,"joy",1,11
"984",1526,"surprise",1,11
"985",1529,"anticipation",1,11
"986",1529,"joy",1,11
"987",1537,"anger",1,11
"988",1537,"fear",1,11
"989",1540,"anticipation",1,11
"990",1540,"disgust",1,11
"991",1540,"joy",1,11
"992",1540,"surprise",1,11
"993",1540,"trust",1,11
"994",1544,"anticipation",2,11
"995",1544,"joy",1,11
"996",1544,"surprise",1,11
"997",1544,"trust",1,11
"998",1546,"anticipation",1,11
"999",1546,"joy",1,11
"1000",1546,"sadness",1,11
"1001",1546,"trust",1,11
"1002",1547,"joy",1,11
"1003",1547,"trust",2,11
