line,sentiment,n,paragraph
1794,fear,1,9
1794,joy,1,9
1794,trust,1,9
1804,anticipation,1,9
1810,fear,1,9
1813,anticipation,1,9
1814,anger,1,9
1814,disgust,1,9
1814,fear,1,9
1815,anger,1,9
1815,disgust,1,9
1815,joy,1,9
1816,anticipation,1,9
1816,disgust,1,9
1840,anticipation,1,9
1840,joy,1,9
1840,surprise,2,9
1846,sadness,1,9
1853,sadness,1,9
1856,joy,1,9
1856,sadness,2,9
1857,anticipation,1,9
1857,joy,1,9
1859,joy,1,9
1863,anger,1,9
1863,disgust,1,9
1863,fear,1,9
1863,sadness,1,9
1864,sadness,1,9
1866,anticipation,1,9
1872,anticipation,1,9
1875,anger,1,9
1876,joy,1,9
1878,anticipation,1,9
1878,joy,1,9
1888,anger,1,9
1888,disgust,1,9
1888,fear,1,9
1888,sadness,1,9
1891,anticipation,1,10
1892,anger,1,10
1892,sadness,1,10
1895,anticipation,1,10
1895,joy,1,10
1895,trust,1,10
1906,anticipation,1,10
1908,joy,1,10
1908,trust,1,10
1909,anticipation,1,10
1909,disgust,1,10
1909,joy,1,10
1909,surprise,1,10
1909,trust,1,10
1913,disgust,1,10
1913,trust,2,10
1920,anticipation,1,10
1924,joy,1,10
1924,trust,1,10
1925,joy,1,10
1929,joy,1,10
1929,surprise,2,10
1935,joy,1,10
1935,sadness,1,10
1939,joy,1,10
1939,surprise,1,10
1939,trust,1,10
1947,disgust,1,10
1960,trust,1,10
1965,anticipation,1,10
1965,joy,1,10
1965,trust,1,10
1966,joy,1,10
1966,trust,1,10
1976,trust,1,10
1977,anticipation,1,10
1982,anticipation,1,10
1982,joy,1,10
1982,sadness,1,10
1982,surprise,1,10
1991,anticipation,1,10
1991,surprise,1,10
2007,anticipation,1,10
2007,joy,1,10
2007,surprise,1,10
2007,trust,1,10
2008,trust,1,10
2012,anger,1,10
2012,anticipation,2,10
2013,joy,1,10
2013,surprise,1,10
2013,trust,1,10
2014,anger,1,10
2014,disgust,1,10
2014,fear,1,10
2014,surprise,1,10
2015,anger,1,10
2015,disgust,1,10
2015,fear,2,10
2015,surprise,1,10
2017,fear,1,10
2018,anticipation,1,10
2018,joy,1,10
2018,surprise,1,10
2018,trust,1,10
2020,anticipation,1,10
2020,joy,2,10
2020,surprise,1,10
2020,trust,2,10
2022,anticipation,2,10
2022,joy,2,10
2022,surprise,2,10
2022,trust,1,10
2023,anticipation,2,10
2023,fear,1,10
2023,joy,2,10
2023,surprise,1,10
2023,trust,3,10
2026,anticipation,1,10
2026,joy,1,10
2026,surprise,1,10
2026,trust,1,10
2028,anticipation,1,10
2030,anger,1,10
2030,disgust,1,10
2030,fear,1,10
2030,sadness,1,10
2038,anticipation,1,10
2038,surprise,1,10
2041,anticipation,1,10
2041,joy,1,10
2041,trust,1,10
2055,anger,1,10
2055,fear,1,10
2057,joy,1,10
2057,trust,1,10
2063,disgust,1,10
2065,disgust,1,10
2066,anger,1,10
2066,anticipation,1,10
2066,joy,1,10
2066,sadness,1,10
2072,disgust,1,10
2075,joy,1,10
2076,anger,2,10
2076,joy,1,10
2076,trust,1,10
2078,disgust,1,10
2079,disgust,1,10
2081,anticipation,1,10
2083,disgust,1,10
2084,disgust,1,10
2085,disgust,1,10
2086,anger,1,10
2087,disgust,1,10
2098,anger,1,10
2098,disgust,1,10
2098,fear,1,10
2098,sadness,1,10
2099,joy,1,10
2099,trust,1,10
2100,anticipation,2,11
2100,fear,1,11
2100,joy,3,11
2100,trust,3,11
2101,anticipation,1,11
2101,joy,1,11
2101,sadness,1,11
2101,surprise,1,11
2103,anger,3,11
2103,disgust,3,11
2103,fear,3,11
2103,joy,1,11
2103,sadness,3,11
2103,trust,1,11
2106,disgust,2,11
2106,fear,2,11
2107,anticipation,1,11
2107,joy,1,11
2107,trust,1,11
2108,anticipation,1,11
2112,joy,1,11
2113,disgust,1,11
2119,anticipation,2,11
2119,joy,2,11
2119,surprise,1,11
2119,trust,1,11
2121,sadness,1,11
2126,anger,1,11
2126,fear,1,11
2126,sadness,1,11
2129,fear,1,11
2131,fear,1,11
2133,sadness,1,11
2134,anticipation,1,11
2134,fear,1,11
2134,joy,2,11
2134,trust,1,11
2136,anger,1,11
2136,fear,1,11
2139,joy,1,11
2139,trust,1,11
