"","line","sentiment","n","paragraph"
"656",1765,"anger",1,11
"657",1765,"fear",1,11
"658",1765,"sadness",1,11
"659",1765,"surprise",1,11
"660",1770,"trust",1,11
"661",1772,"surprise",1,11
"662",1777,"trust",1,11
"663",1779,"anger",1,11
"664",1779,"fear",1,11
"665",1779,"sadness",1,11
"666",1780,"joy",1,11
"667",1780,"trust",1,11
"668",1782,"surprise",1,11
"669",1788,"trust",1,11
"670",1805,"trust",1,11
"671",1806,"anger",1,11
"672",1806,"fear",1,11
"673",1806,"sadness",1,11
"674",1806,"surprise",1,11
"675",1812,"trust",1,11
"676",1822,"trust",1,12
"677",1827,"trust",1,12
"678",1828,"trust",1,12
"679",1831,"trust",1,12
"680",1835,"trust",1,12
"681",1836,"sadness",1,12
"682",1852,"sadness",1,12
"683",1867,"anger",1,12
"684",1867,"fear",1,12
"685",1867,"sadness",1,12
"686",1872,"disgust",1,12
"687",1878,"trust",1,12
"688",1881,"trust",1,12
"689",1896,"fear",1,12
"690",1896,"sadness",1,12
"691",1896,"surprise",1,12
"692",1905,"fear",1,12
"693",1905,"trust",1,12
"694",1913,"anticipation",1,12
"695",1922,"anticipation",1,12
"696",1922,"fear",1,12
"697",1922,"joy",1,12
"698",1922,"trust",1,12
"699",1934,"trust",1,12
"700",1937,"anger",1,12
"701",1937,"disgust",1,12
"702",1937,"fear",1,12
"703",1937,"sadness",1,12
"704",1938,"fear",1,12
"705",1938,"trust",1,12
"706",1940,"trust",1,12
"707",1942,"trust",1,12
"708",1945,"trust",1,12
"709",1951,"anger",1,12
"710",1953,"trust",1,12
"711",1954,"anger",1,12
"712",1954,"fear",2,12
"713",1954,"trust",1,12
"714",1956,"sadness",1,12
"715",1958,"anticipation",1,12
"716",1960,"fear",1,12
"717",1960,"trust",1,12
"718",1964,"anger",1,12
"719",1969,"fear",1,12
"720",1969,"trust",2,12
"721",1971,"anger",1,12
"722",1971,"disgust",1,12
"723",1972,"anger",1,12
"724",1972,"disgust",1,12
"725",1972,"fear",1,12
"726",1972,"sadness",1,12
"727",1972,"surprise",1,12
"728",1987,"sadness",1,13
"729",1989,"anger",1,13
"730",1989,"disgust",1,13
"731",1989,"fear",1,13
"732",1989,"sadness",1,13
"733",1999,"anger",1,13
"734",1999,"disgust",1,13
"735",2000,"fear",1,13
"736",2000,"surprise",1,13
"737",2003,"fear",2,13
"738",2003,"surprise",1,13
"739",2006,"anger",1,13
"740",2016,"surprise",1,13
"741",2020,"anger",1,13
"742",2020,"disgust",1,13
"743",2034,"surprise",1,13
"744",2036,"anticipation",1,13
"745",2036,"fear",1,13
"746",2036,"joy",1,13
"747",2036,"trust",1,13
"748",2047,"fear",1,13
"749",2048,"disgust",1,13
"750",2050,"anger",1,13
"751",2050,"disgust",1,13
"752",2054,"fear",1,13
"753",2054,"surprise",1,13
"754",2076,"anger",1,13
"755",2081,"sadness",1,13
"756",2087,"anticipation",1,13
"757",2087,"joy",1,13
"758",2087,"trust",1,13
"759",2091,"sadness",1,13
"760",2095,"anticipation",1,13
"761",2128,"joy",1,13
"762",2128,"trust",1,13
"763",2141,"anticipation",1,13
"764",2141,"fear",1,13
"765",2141,"joy",1,13
"766",2141,"trust",1,13
"767",2147,"joy",1,14
"768",2147,"surprise",1,14
"769",2147,"trust",1,14
"770",2152,"joy",1,14
"771",2152,"trust",1,14
"772",2166,"anticipation",1,14
"773",2166,"disgust",1,14
"774",2166,"joy",2,14
"775",2166,"sadness",1,14
"776",2166,"surprise",2,14
"777",2166,"trust",2,14
"778",2196,"joy",1,14
"779",2209,"sadness",1,14
"780",2219,"anger",1,14
"781",2219,"fear",1,14
"782",2219,"trust",1,14
"783",2228,"anticipation",1,14
"784",2228,"disgust",1,14
"785",2228,"fear",1,14
"786",2228,"joy",1,14
"787",2228,"sadness",1,14
"788",2228,"surprise",1,14
"789",2228,"trust",1,14
"790",2233,"anticipation",1,14
"791",2236,"anticipation",1,14
"792",2251,"anger",1,14
"793",2251,"fear",1,14
"794",2251,"sadness",1,14
"795",2251,"surprise",1,14
"796",2287,"surprise",1,14
"797",2291,"joy",1,14
"798",2291,"trust",1,14
"799",2295,"sadness",1,14
"800",2298,"anticipation",1,14
"801",2298,"fear",1,14
"802",2299,"disgust",1,14
"803",2299,"surprise",1,14
"804",2299,"trust",1,14
"805",2315,"surprise",1,15
"806",2337,"anger",1,15
"807",2337,"anticipation",1,15
"808",2337,"disgust",1,15
"809",2337,"fear",1,15
"810",2337,"joy",1,15
"811",2337,"sadness",1,15
"812",2337,"surprise",1,15
"813",2337,"trust",1,15
"814",2363,"fear",1,15
"815",2363,"sadness",1,15
"816",2363,"surprise",1,15
"817",2364,"anticipation",1,15
"818",2364,"joy",1,15
"819",2364,"surprise",1,15
"820",2375,"anger",1,15
"821",2375,"fear",1,15
"822",2384,"anticipation",1,15
"823",2391,"anticipation",1,15
"824",2391,"fear",1,15
"825",2391,"surprise",1,15
"826",2391,"trust",1,15
"827",2411,"anticipation",1,15
"828",2411,"joy",1,15
"829",2411,"surprise",1,15
"830",2411,"trust",1,15
"831",2413,"anger",1,15
"832",2413,"disgust",1,15
"833",2413,"sadness",1,15
"834",2418,"anger",1,15
"835",2418,"fear",1,15
"836",2419,"trust",1,15
"837",2431,"surprise",1,15
"838",2435,"trust",1,15
"839",2438,"anticipation",1,15
"840",2438,"trust",1,15
"841",2439,"anger",1,15
"842",2439,"fear",1,15
"843",2439,"surprise",1,15
"844",2461,"anticipation",1,15
"845",2461,"joy",1,15
"846",2461,"surprise",1,15
"847",2461,"trust",1,15
"848",2467,"anticipation",1,15
"849",2467,"joy",1,15
"850",2467,"surprise",1,15
"851",2478,"anger",1,16
"852",2478,"fear",1,16
"853",2478,"sadness",1,16
"854",2478,"surprise",1,16
"855",2483,"anger",1,16
"856",2483,"disgust",1,16
"857",2483,"fear",1,16
"858",2483,"sadness",1,16
"859",2483,"trust",1,16
"860",2492,"anticipation",1,16
"861",2508,"anger",2,16
"862",2508,"fear",1,16
"863",2509,"trust",1,16
"864",2511,"anger",1,16
"865",2511,"fear",1,16
"866",2514,"fear",1,16
"867",2514,"surprise",1,16
"868",2515,"fear",1,16
"869",2515,"sadness",1,16
"870",2517,"anger",1,16
"871",2517,"fear",1,16
"872",2518,"anger",1,16
"873",2518,"fear",1,16
"874",2524,"disgust",1,16
"875",2553,"trust",1,16
"876",2556,"sadness",1,16
"877",2564,"anger",1,16
"878",2564,"disgust",1,16
"879",2564,"fear",1,16
"880",2564,"sadness",1,16
"881",2565,"joy",1,16
"882",2565,"trust",1,16
"883",2568,"joy",1,16
"884",2568,"trust",1,16
"885",2580,"anticipation",1,16
"886",2580,"joy",1,16
"887",2580,"surprise",1,16
"888",2580,"trust",1,16
"889",2582,"anger",1,16
"890",2582,"disgust",1,16
"891",2591,"anger",1,16
"892",2591,"fear",2,16
"893",2591,"sadness",2,16
"894",2592,"trust",1,16
"895",2598,"anger",1,16
"896",2598,"fear",1,16
"897",2600,"fear",1,16
"898",2600,"surprise",1,16
"899",2603,"anger",1,16
"900",2603,"fear",1,16
"901",2613,"joy",1,16
"902",2613,"trust",1,16
"903",2618,"anger",1,16
"904",2618,"fear",1,16
"905",2624,"anger",1,16
"906",2624,"fear",1,16
"907",2630,"anger",1,16
"908",2630,"disgust",1,16
"909",2630,"fear",1,16
"910",2630,"sadness",1,16
"911",2637,"sadness",1,16
"912",2637,"surprise",1,16
"913",2639,"anticipation",1,16
"914",2641,"anticipation",1,17
"915",2642,"surprise",1,17
"916",2646,"anger",1,17
"917",2646,"fear",1,17
"918",2661,"anger",1,17
"919",2661,"disgust",1,17
"920",2661,"fear",1,17
"921",2661,"sadness",1,17
"922",2672,"anger",1,17
"923",2672,"fear",1,17
"924",2672,"sadness",1,17
"925",2683,"sadness",1,17
"926",2685,"anger",1,17
"927",2688,"anticipation",1,17
"928",2688,"fear",1,17
"929",2691,"anticipation",1,17
"930",2701,"anticipation",1,17
"931",2701,"joy",1,17
"932",2701,"trust",1,17
"933",2713,"anger",1,17
"934",2713,"disgust",1,17
"935",2713,"fear",1,17
"936",2713,"sadness",1,17
"937",2714,"anger",1,17
"938",2714,"disgust",1,17
"939",2714,"fear",1,17
"940",2714,"joy",1,17
"941",2714,"sadness",1,17
"942",2714,"trust",1,17
"943",2723,"joy",1,17
"944",2736,"surprise",1,17
"945",2739,"surprise",1,17
"946",2741,"anger",1,17
"947",2741,"fear",1,17
"948",2741,"sadness",1,17
"949",2745,"fear",1,17
"950",2745,"surprise",1,17
"951",2745,"trust",1,17
"952",2748,"anger",1,17
"953",2748,"disgust",1,17
"954",2752,"trust",1,17
"955",2754,"surprise",1,17
"956",2755,"trust",1,17
"957",2758,"anger",1,17
"958",2758,"disgust",1,17
"959",2761,"anticipation",1,17
"960",2767,"trust",1,17
"961",2778,"anger",1,17
"962",2778,"disgust",1,17
"963",2778,"fear",1,17
"964",2778,"sadness",1,17
"965",2781,"anger",1,17
"966",2781,"fear",1,17
"967",2781,"sadness",1,17
"968",2785,"disgust",1,17
"969",2786,"anticipation",1,17
"970",2786,"joy",1,17
"971",2786,"surprise",1,17
"972",2786,"trust",1,17
"973",2790,"anticipation",1,17
"974",2790,"joy",1,17
"975",2790,"surprise",1,17
"976",2790,"trust",1,17
"977",2793,"fear",1,17
"978",2793,"trust",1,17
