"","line","sentiment","n","paragraph"
"330",427,"fear",1,3
"331",427,"sadness",1,3
"332",431,"anticipation",1,3
"333",431,"trust",1,3
"334",432,"anger",1,3
"335",432,"disgust",1,3
"336",435,"joy",1,3
"337",436,"anticipation",1,3
"338",436,"trust",1,3
"339",438,"joy",1,3
"340",441,"anticipation",1,3
"341",441,"trust",1,3
"342",442,"disgust",1,3
"343",442,"sadness",1,3
"344",443,"disgust",1,3
"345",443,"sadness",1,3
"346",444,"disgust",1,3
"347",444,"sadness",1,3
"348",446,"trust",1,3
"349",447,"anticipation",1,3
"350",447,"trust",1,3
"351",448,"anger",1,3
"352",448,"disgust",1,3
"353",448,"sadness",1,3
"354",449,"fear",1,3
"355",451,"anticipation",1,4
"356",452,"trust",1,4
"357",456,"trust",1,4
"358",457,"anticipation",1,4
"359",457,"trust",1,4
"360",461,"anticipation",1,4
"361",465,"anticipation",1,4
"362",465,"trust",1,4
"363",467,"trust",1,4
"364",469,"trust",1,4
"365",473,"anticipation",1,4
"366",473,"trust",1,4
"367",475,"sadness",1,4
"368",477,"anticipation",1,4
"369",477,"trust",1,4
"370",479,"anger",2,4
"371",479,"disgust",2,4
"372",480,"anger",1,4
"373",480,"fear",1,4
"374",480,"sadness",1,4
"375",480,"surprise",1,4
"376",482,"anger",1,4
"377",482,"fear",1,4
"378",484,"anticipation",2,4
"379",484,"joy",2,4
"380",484,"trust",2,4
"381",485,"anticipation",1,4
"382",485,"trust",1,4
"383",486,"anticipation",1,4
"384",486,"joy",1,4
"385",486,"surprise",1,4
"386",486,"trust",1,4
"387",488,"disgust",1,4
"388",488,"fear",1,4
"389",488,"joy",1,4
"390",489,"fear",1,4
"391",492,"fear",1,4
"392",492,"joy",1,4
"393",492,"surprise",1,4
"394",494,"fear",1,4
"395",494,"sadness",1,4
"396",495,"sadness",1,4
"397",496,"trust",1,4
"398",499,"anticipation",1,4
"399",499,"joy",1,4
"400",503,"anger",1,4
"401",503,"anticipation",2,4
"402",503,"disgust",1,4
"403",503,"joy",1,4
"404",503,"surprise",1,4
"405",503,"trust",1,4
"406",504,"anger",1,4
"407",504,"disgust",1,4
"408",504,"fear",1,4
"409",505,"anger",1,4
"410",505,"disgust",1,4
"411",505,"fear",1,4
"412",505,"surprise",1,4
"413",507,"fear",1,4
"414",511,"anticipation",1,4
"415",511,"trust",1,4
"416",515,"anticipation",1,4
"417",515,"trust",1,4
"418",518,"disgust",1,4
"419",518,"sadness",1,4
"420",519,"trust",1,4
"421",521,"trust",1,4
"422",522,"anticipation",1,4
"423",522,"trust",1,4
"424",523,"sadness",1,4
"425",525,"anger",2,4
"426",525,"disgust",1,4
"427",525,"fear",1,4
"428",527,"sadness",1,4
"429",527,"trust",1,4
"430",528,"anticipation",1,4
"431",528,"trust",1,4
"432",531,"joy",1,4
"433",531,"sadness",1,4
"434",532,"anticipation",2,4
"435",532,"fear",1,4
"436",532,"joy",2,4
"437",532,"trust",1,4
"438",533,"anticipation",1,4
"439",533,"joy",1,4
"440",533,"trust",1,4
"441",535,"trust",1,4
"442",536,"anticipation",1,4
"443",536,"trust",1,4
"444",537,"anticipation",1,4
"445",538,"fear",1,4
"446",540,"disgust",1,4
"447",544,"anticipation",1,4
"448",544,"trust",1,4
"449",546,"fear",1,4
"450",551,"joy",1,4
"451",551,"sadness",1,4
"452",551,"trust",1,4
"453",552,"anticipation",1,4
"454",552,"trust",1,4
"455",553,"anger",1,4
"456",553,"anticipation",1,4
"457",553,"disgust",1,4
"458",553,"fear",1,4
"459",553,"joy",1,4
"460",553,"sadness",1,4
"461",553,"surprise",1,4
"462",553,"trust",1,4
"463",558,"anger",1,4
"464",558,"anticipation",1,4
"465",558,"disgust",1,4
"466",558,"fear",3,4
"467",558,"joy",1,4
"468",558,"sadness",1,4
"469",558,"surprise",1,4
"470",558,"trust",2,4
"471",560,"trust",1,4
"472",561,"anticipation",1,4
"473",561,"joy",1,4
"474",562,"anticipation",1,4
"475",562,"disgust",1,4
"476",562,"trust",1,4
"477",563,"anger",1,4
"478",563,"disgust",1,4
"479",563,"fear",1,4
"480",563,"sadness",1,4
"481",570,"trust",1,4
"482",572,"anger",1,4
"483",572,"fear",1,4
"484",577,"anger",2,4
"485",577,"disgust",2,4
"486",606,"trust",1,5
"487",612,"surprise",1,5
"488",617,"trust",1,5
"489",627,"fear",1,5
"490",633,"sadness",1,5
"491",638,"anger",1,5
"492",638,"disgust",1,5
"493",638,"fear",1,5
"494",638,"joy",1,5
"495",638,"sadness",1,5
"496",638,"trust",1,5
"497",645,"anger",1,5
"498",645,"fear",1,5
"499",645,"sadness",1,5
"500",645,"surprise",1,5
"501",646,"anger",2,5
"502",646,"disgust",1,5
"503",646,"fear",2,5
"504",646,"sadness",1,5
"505",646,"surprise",1,5
"506",648,"fear",1,5
"507",652,"trust",1,5
"508",656,"anger",1,5
"509",656,"disgust",1,5
"510",658,"anticipation",1,5
"511",658,"joy",1,5
"512",658,"trust",2,5
"513",662,"anger",1,5
"514",662,"disgust",1,5
"515",663,"anger",1,5
"516",663,"disgust",1,5
"517",663,"sadness",1,5
"518",665,"anger",1,5
"519",665,"fear",1,5
"520",665,"sadness",1,5
"521",665,"surprise",1,5
"522",666,"trust",1,5
"523",678,"trust",1,5
"524",680,"anger",1,5
"525",680,"fear",1,5
"526",680,"sadness",1,5
"527",685,"trust",1,5
"528",688,"anticipation",1,5
"529",688,"fear",1,5
"530",688,"joy",1,5
"531",688,"surprise",1,5
"532",688,"trust",1,5
"533",689,"anger",1,5
"534",689,"disgust",1,5
"535",689,"sadness",1,5
"536",697,"anger",1,5
"537",697,"joy",1,5
"538",697,"sadness",1,5
"539",698,"anticipation",1,5
"540",698,"disgust",1,5
"541",698,"joy",1,5
"542",698,"trust",1,5
"543",702,"anger",1,5
"544",702,"joy",1,5
"545",702,"sadness",1,5
"546",704,"anger",1,5
"547",704,"fear",1,5
"548",705,"anger",1,5
"549",705,"fear",1,5
"550",705,"sadness",1,5
"551",705,"surprise",1,5
"552",711,"surprise",1,5
"553",715,"disgust",1,5
"554",716,"trust",1,5
"555",717,"sadness",1,5
"556",717,"trust",1,5
"557",718,"anger",1,5
"558",718,"disgust",1,5
"559",718,"fear",1,5
"560",718,"sadness",1,5
"561",733,"joy",1,5
"562",736,"joy",1,5
"563",736,"surprise",1,5
"564",736,"trust",1,5
"565",763,"anger",1,6
"566",763,"fear",1,6
"567",764,"anger",1,6
"568",764,"fear",2,6
"569",766,"anger",1,6
"570",766,"sadness",1,6
"571",776,"joy",1,6
"572",776,"sadness",1,6
"573",778,"anger",1,6
"574",778,"fear",1,6
"575",778,"sadness",1,6
"576",785,"disgust",1,6
"577",790,"trust",1,6
"578",795,"anticipation",1,6
"579",795,"joy",1,6
"580",795,"trust",1,6
"581",797,"trust",1,6
"582",798,"anger",1,6
"583",798,"fear",1,6
"584",800,"anger",1,6
"585",800,"disgust",1,6
"586",800,"fear",1,6
"587",800,"surprise",1,6
"588",801,"anticipation",1,6
"589",801,"fear",1,6
"590",801,"joy",1,6
"591",801,"surprise",1,6
"592",801,"trust",1,6
"593",803,"joy",1,6
"594",803,"trust",1,6
"595",807,"anticipation",1,6
"596",808,"anger",1,6
"597",808,"fear",1,6
"598",808,"sadness",1,6
"599",808,"surprise",1,6
"600",815,"disgust",1,6
"601",822,"anticipation",1,6
"602",822,"fear",1,6
"603",822,"sadness",1,6
"604",826,"fear",1,6
"605",834,"sadness",1,6
"606",836,"anticipation",1,6
"607",837,"anticipation",1,6
"608",837,"sadness",1,6
"609",837,"surprise",1,6
"610",837,"trust",1,6
"611",850,"sadness",1,6
"612",858,"joy",1,6
"613",858,"trust",1,6
"614",860,"fear",1,6
"615",861,"anger",1,6
"616",861,"disgust",1,6
"617",864,"anger",1,6
"618",864,"fear",1,6
"619",868,"anticipation",1,6
"620",868,"fear",1,6
"621",868,"joy",1,6
"622",868,"trust",1,6
"623",873,"anticipation",1,6
"624",873,"joy",1,6
"625",873,"surprise",1,6
"626",873,"trust",1,6
"627",877,"fear",1,6
"628",883,"anticipation",1,6
"629",883,"fear",1,6
"630",883,"joy",1,6
"631",883,"surprise",1,6
"632",883,"trust",1,6
"633",884,"anticipation",1,6
"634",888,"joy",1,6
"635",893,"anger",1,6
"636",893,"disgust",1,6
"637",893,"fear",1,6
"638",893,"sadness",1,6
"639",895,"sadness",1,6
"640",896,"anticipation",1,6
"641",896,"joy",1,6
"642",896,"surprise",1,6
"643",898,"joy",1,6
"644",898,"trust",1,6
"645",900,"anticipation",1,7
"646",900,"fear",1,7
"647",900,"joy",1,7
"648",900,"trust",1,7
"649",902,"anticipation",1,7
"650",902,"fear",1,7
"651",903,"trust",2,7
"652",905,"anger",2,7
"653",905,"fear",1,7
"654",905,"surprise",1,7
"655",911,"joy",1,7
"656",911,"trust",1,7
"657",912,"anger",1,7
"658",913,"anticipation",1,7
"659",913,"joy",2,7
"660",913,"trust",2,7
"661",915,"joy",2,7
"662",915,"trust",2,7
"663",919,"anger",1,7
"664",919,"disgust",1,7
"665",919,"fear",1,7
"666",919,"sadness",1,7
"667",920,"joy",1,7
"668",920,"trust",1,7
"669",924,"joy",1,7
"670",924,"trust",1,7
"671",931,"anticipation",1,7
"672",931,"joy",1,7
"673",931,"surprise",1,7
"674",934,"anticipation",1,7
"675",934,"joy",1,7
"676",934,"surprise",1,7
"677",934,"trust",1,7
"678",938,"anticipation",1,7
"679",938,"trust",1,7
"680",940,"trust",1,7
"681",945,"joy",1,7
"682",945,"trust",1,7
"683",951,"fear",1,7
"684",953,"fear",1,7
"685",954,"anticipation",1,7
"686",955,"trust",1,7
"687",957,"anger",1,7
"688",957,"fear",1,7
"689",957,"sadness",1,7
"690",960,"fear",1,7
"691",961,"anger",1,7
"692",961,"anticipation",1,7
"693",961,"trust",1,7
"694",965,"anger",1,7
"695",965,"disgust",1,7
"696",965,"fear",1,7
"697",965,"sadness",1,7
"698",967,"anticipation",1,7
"699",967,"disgust",1,7
"700",967,"joy",1,7
"701",967,"surprise",1,7
"702",968,"anger",3,7
"703",968,"fear",2,7
"704",968,"surprise",2,7
"705",969,"sadness",1,7
"706",970,"anger",2,7
"707",970,"fear",3,7
"708",970,"sadness",1,7
"709",970,"trust",1,7
"710",972,"surprise",1,7
"711",974,"fear",1,7
"712",975,"anger",2,7
"713",975,"trust",1,7
"714",976,"anticipation",1,7
"715",976,"fear",1,7
"716",977,"sadness",1,7
"717",978,"anger",1,7
"718",978,"disgust",1,7
"719",978,"fear",1,7
"720",978,"sadness",1,7
"721",979,"disgust",1,7
"722",979,"trust",1,7
"723",980,"anger",1,7
"724",980,"disgust",1,7
"725",985,"anticipation",1,7
"726",988,"anticipation",1,7
"727",988,"fear",1,7
"728",992,"trust",1,7
"729",994,"fear",1,7
"730",995,"fear",1,7
"731",995,"sadness",1,7
"732",996,"joy",1,7
"733",996,"trust",1,7
"734",999,"fear",1,7
"735",999,"sadness",1,7
"736",999,"trust",1,7
"737",1000,"surprise",1,7
"738",1001,"anger",1,7
"739",1001,"fear",1,7
"740",1001,"sadness",1,7
"741",1005,"trust",2,7
"742",1006,"anger",2,7
"743",1006,"anticipation",2,7
"744",1006,"disgust",3,7
"745",1006,"joy",2,7
"746",1006,"surprise",2,7
"747",1006,"trust",2,7
"748",1018,"disgust",1,7
"749",1018,"fear",1,7
"750",1024,"anticipation",1,7
"751",1028,"fear",1,7
"752",1046,"sadness",1,7
"753",1051,"joy",1,8
"754",1052,"fear",1,8
"755",1052,"sadness",1,8
"756",1056,"anticipation",1,8
"757",1057,"trust",1,8
"758",1060,"trust",1,8
"759",1061,"anticipation",1,8
"760",1064,"anticipation",1,8
"761",1064,"disgust",1,8
"762",1067,"anticipation",1,8
"763",1067,"fear",1,8
"764",1068,"anger",1,8
"765",1068,"fear",1,8
"766",1068,"sadness",1,8
"767",1072,"fear",1,8
"768",1077,"trust",2,8
"769",1079,"joy",1,8
"770",1079,"trust",1,8
"771",1081,"anger",1,8
"772",1081,"fear",1,8
"773",1081,"sadness",1,8
"774",1084,"trust",1,8
"775",1090,"trust",1,8
"776",1099,"anger",1,8
"777",1099,"fear",1,8
"778",1099,"sadness",1,8
"779",1101,"fear",1,8
"780",1102,"fear",1,8
"781",1103,"trust",2,8
"782",1105,"anger",6,8
"783",1109,"trust",2,8
"784",1110,"sadness",1,8
"785",1117,"fear",1,8
"786",1120,"anticipation",2,8
"787",1120,"joy",1,8
"788",1120,"sadness",1,8
"789",1120,"trust",1,8
"790",1121,"disgust",1,8
"791",1121,"sadness",1,8
"792",1125,"disgust",1,8
"793",1125,"fear",1,8
"794",1129,"anger",5,8
"795",1130,"anger",1,8
"796",1130,"fear",1,8
"797",1130,"sadness",1,8
"798",1130,"trust",1,8
"799",1132,"sadness",1,8
"800",1135,"anger",1,8
"801",1136,"disgust",1,8
"802",1143,"anger",1,8
"803",1143,"anticipation",1,8
"804",1143,"fear",1,8
"805",1143,"joy",1,8
"806",1143,"sadness",2,8
"807",1143,"trust",1,8
"808",1145,"anger",1,8
"809",1145,"fear",1,8
"810",1145,"sadness",1,8
"811",1146,"trust",1,8
"812",1148,"anger",3,8
"813",1148,"disgust",3,8
"814",1148,"fear",2,8
"815",1148,"sadness",2,8
"816",1149,"trust",2,8
"817",1150,"anger",1,8
"818",1150,"fear",1,8
"819",1158,"anticipation",1,8
"820",1158,"joy",1,8
"821",1158,"surprise",1,8
"822",1158,"trust",1,8
"823",1161,"fear",1,8
"824",1163,"disgust",1,8
"825",1163,"fear",2,8
"826",1163,"sadness",1,8
"827",1164,"anger",1,8
"828",1164,"disgust",1,8
"829",1164,"fear",1,8
"830",1164,"sadness",1,8
"831",1166,"disgust",1,8
"832",1168,"surprise",1,8
"833",1169,"surprise",1,8
"834",1171,"anticipation",1,8
"835",1171,"joy",1,8
"836",1171,"surprise",1,8
"837",1171,"trust",1,8
"838",1172,"anger",1,8
"839",1172,"fear",1,8
"840",1172,"sadness",1,8
"841",1172,"surprise",1,8
"842",1174,"trust",1,8
"843",1175,"anger",1,8
"844",1175,"disgust",1,8
"845",1175,"fear",1,8
"846",1175,"sadness",1,8
"847",1176,"trust",1,8
"848",1177,"trust",1,8
"849",1183,"trust",1,8
"850",1184,"sadness",1,8
"851",1185,"joy",1,8
"852",1187,"anticipation",1,8
"853",1187,"joy",1,8
"854",1187,"surprise",1,8
"855",1187,"trust",1,8
"856",1192,"anticipation",1,8
"857",1192,"joy",1,8
"858",1192,"surprise",2,8
"859",1192,"trust",1,8
"860",1194,"fear",1,8
"861",1195,"anticipation",1,8
"862",1195,"sadness",1,8
"863",1195,"surprise",2,8
"864",1196,"anger",1,8
"865",1196,"fear",1,8
"866",1196,"sadness",1,8
"867",1196,"surprise",1,8
"868",1200,"trust",1,9
"869",1204,"fear",1,9
"870",1204,"sadness",1,9
"871",1205,"anger",1,9
"872",1205,"fear",1,9
"873",1206,"fear",1,9
"874",1206,"surprise",1,9
"875",1206,"trust",1,9
"876",1210,"anger",2,9
"877",1210,"fear",2,9
"878",1210,"surprise",1,9
"879",1211,"anticipation",1,9
"880",1211,"trust",1,9
"881",1216,"fear",1,9
"882",1216,"sadness",1,9
"883",1219,"anger",1,9
"884",1219,"anticipation",1,9
"885",1219,"disgust",1,9
"886",1219,"joy",1,9
"887",1219,"surprise",1,9
"888",1219,"trust",1,9
"889",1220,"anger",1,9
"890",1220,"fear",1,9
"891",1220,"joy",1,9
"892",1220,"trust",2,9
"893",1221,"trust",1,9
"894",1225,"fear",1,9
"895",1225,"trust",1,9
"896",1226,"anger",1,9
"897",1227,"trust",1,9
"898",1229,"joy",1,9
"899",1229,"surprise",1,9
"900",1229,"trust",1,9
"901",1231,"anger",1,9
"902",1231,"anticipation",1,9
"903",1231,"fear",1,9
"904",1231,"joy",1,9
"905",1231,"sadness",1,9
"906",1231,"trust",1,9
"907",1233,"anger",1,9
"908",1233,"fear",1,9
"909",1233,"sadness",1,9
"910",1233,"surprise",1,9
"911",1233,"trust",1,9
"912",1234,"fear",1,9
"913",1234,"trust",1,9
"914",1238,"anger",2,9
"915",1238,"fear",1,9
"916",1238,"sadness",1,9
"917",1240,"fear",2,9
"918",1242,"fear",1,9
"919",1242,"trust",1,9
"920",1243,"sadness",1,9
"921",1245,"anger",1,9
"922",1245,"fear",1,9
"923",1245,"sadness",1,9
"924",1246,"anger",1,9
"925",1246,"anticipation",3,9
"926",1246,"fear",2,9
"927",1246,"joy",2,9
"928",1246,"sadness",1,9
"929",1246,"trust",2,9
"930",1250,"anger",1,9
"931",1250,"fear",1,9
"932",1250,"sadness",1,9
"933",1252,"anger",1,9
"934",1252,"fear",1,9
"935",1253,"anger",1,9
"936",1253,"anticipation",1,9
"937",1253,"disgust",1,9
"938",1253,"fear",2,9
"939",1253,"surprise",1,9
"940",1255,"anger",1,9
"941",1255,"anticipation",2,9
"942",1255,"fear",1,9
"943",1255,"sadness",1,9
"944",1257,"anger",1,9
"945",1257,"fear",1,9
"946",1258,"anger",1,9
"947",1258,"anticipation",1,9
"948",1258,"disgust",1,9
"949",1258,"fear",1,9
"950",1258,"sadness",1,9
"951",1259,"anger",1,9
"952",1259,"disgust",1,9
"953",1260,"anger",1,9
"954",1260,"disgust",1,9
"955",1260,"fear",1,9
"956",1260,"sadness",1,9
"957",1264,"anger",1,9
"958",1264,"anticipation",1,9
"959",1264,"fear",1,9
"960",1264,"sadness",1,9
"961",1265,"anger",1,9
"962",1265,"anticipation",1,9
"963",1265,"disgust",2,9
"964",1268,"anger",2,9
"965",1268,"anticipation",1,9
"966",1268,"fear",2,9
"967",1268,"joy",1,9
"968",1268,"sadness",1,9
"969",1268,"trust",1,9
"970",1269,"fear",1,9
"971",1269,"sadness",1,9
"972",1270,"anticipation",1,9
"973",1272,"anticipation",1,9
"974",1272,"disgust",1,9
"975",1272,"joy",1,9
"976",1272,"surprise",1,9
"977",1272,"trust",1,9
"978",1279,"joy",1,9
"979",1279,"trust",1,9
"980",1281,"anger",1,9
"981",1281,"disgust",1,9
"982",1281,"fear",1,9
"983",1281,"sadness",1,9
"984",1283,"anticipation",1,9
"985",1283,"disgust",1,9
"986",1283,"joy",1,9
"987",1283,"surprise",1,9
"988",1283,"trust",1,9
"989",1287,"anticipation",1,9
"990",1289,"fear",1,9
"991",1307,"anger",1,9
"992",1307,"fear",1,9
"993",1308,"anticipation",1,9
"994",1308,"trust",1,9
"995",1310,"trust",1,9
"996",1311,"trust",1,9
"997",1328,"fear",1,9
"998",1334,"surprise",1,9
"999",1338,"fear",1,9
"1000",1339,"fear",1,9
"1001",1339,"sadness",1,9
"1002",1341,"anger",1,9
"1003",1341,"fear",1,9
"1004",1341,"sadness",1,9
"1005",1347,"anger",2,9
"1006",1347,"disgust",2,9
"1007",1347,"fear",2,9
"1008",1347,"sadness",2,9
"1009",1363,"anticipation",1,10
